distance to pixel,"first pad(Gtype,GIndex,GSection,Label)","second pad(Gtype,GIndex,GSection,Label)"
5300.000311719331,"['RowPad', 9, 'B', 'T08-']","['RowPad', 9, 'B', 'T09+']"
0.0,"['RowPad', 9, 'B', 'T09+']","['RowPad', 9, 'B', 'B09-']"
5300.000311719331,"['RowPad', 9, 'B', 'B09-']","['RowPad', 9, 'B', 'B10+']"
5300.000311719331,"['RowPad', 9, 'B', 'B10+']","['RowPad', 9, 'B', 'T09-']"
5300.000311719331,"['RowPad', 9, 'B', 'T09-']","['RowPad', 9, 'B', 'T10+']"
0.0,"['RowPad', 9, 'B', 'T10+']","['RowPad', 9, 'B', 'B10-']"
5299.999445693933,"['RowPad', 9, 'B', 'B10-']","['RowPad', 9, 'B', 'B11+']"
5299.999445693933,"['RowPad', 9, 'B', 'B11+']","['RowPad', 9, 'B', 'T10-']"
5299.999445693933,"['RowPad', 9, 'B', 'T10-']","['RowPad', 9, 'B', 'T11+']"
0.0,"['RowPad', 9, 'B', 'T11+']","['RowPad', 9, 'B', 'B11-']"
0.0,"['RowPad', 9, 'B', 'B11-']","['RowPad', 9, 'B', 'T11-']"
61122.58113836673,"['RowPad', 9, 'B', 'T11-']","['RowPad', 10, 'B', 'X00+']"
0.0,"['RowPad', 10, 'B', 'X00+']","['RowPad', 10, 'B', 'B00+']"
0.0,"['RowPad', 10, 'B', 'B00+']","['RowPad', 10, 'B', 'X00-']"
0.0,"['RowPad', 10, 'B', 'X00-']","['RowPad', 10, 'B', 'T00+']"
0.0,"['RowPad', 10, 'B', 'T00+']","['RowPad', 10, 'B', 'B00-']"
5299.999445693934,"['RowPad', 10, 'B', 'B00-']","['RowPad', 10, 'B', 'B01+']"
5299.999445693934,"['RowPad', 10, 'B', 'B01+']","['RowPad', 10, 'B', 'T00-']"
5299.999445693934,"['RowPad', 10, 'B', 'T00-']","['RowPad', 10, 'B', 'T01+']"
0.0,"['RowPad', 10, 'B', 'T01+']","['RowPad', 10, 'B', 'B01-']"
5300.000311719328,"['RowPad', 10, 'B', 'B01-']","['RowPad', 10, 'B', 'B02+']"
5300.000311719328,"['RowPad', 10, 'B', 'B02+']","['RowPad', 10, 'B', 'T01-']"
5300.000311719328,"['RowPad', 10, 'B', 'T01-']","['RowPad', 10, 'B', 'T02+']"
0.0,"['RowPad', 10, 'B', 'T02+']","['RowPad', 10, 'B', 'B02-']"
5300.000311719328,"['RowPad', 10, 'B', 'B02-']","['RowPad', 10, 'B', 'B03+']"
5300.000311719328,"['RowPad', 10, 'B', 'B03+']","['RowPad', 10, 'B', 'T02-']"
5300.000311719328,"['RowPad', 10, 'B', 'T02-']","['RowPad', 10, 'B', 'T03+']"
0.0,"['RowPad', 10, 'B', 'T03+']","['RowPad', 10, 'B', 'B03-']"
5299.999445693934,"['RowPad', 10, 'B', 'B03-']","['RowPad', 10, 'B', 'B04+']"
5299.999445693934,"['RowPad', 10, 'B', 'B04+']","['RowPad', 10, 'B', 'T03-']"
5299.999445693934,"['RowPad', 10, 'B', 'T03-']","['RowPad', 10, 'B', 'T04+']"
0.0,"['RowPad', 10, 'B', 'T04+']","['RowPad', 10, 'B', 'B04-']"
5300.000311719332,"['RowPad', 10, 'B', 'B04-']","['RowPad', 10, 'B', 'B05+']"
5300.000311719332,"['RowPad', 10, 'B', 'B05+']","['RowPad', 10, 'B', 'T04-']"
5300.000311719332,"['RowPad', 10, 'B', 'T04-']","['RowPad', 10, 'B', 'T05+']"
0.0,"['RowPad', 10, 'B', 'T05+']","['RowPad', 10, 'B', 'B05-']"
5299.999445693931,"['RowPad', 10, 'B', 'B05-']","['RowPad', 10, 'B', 'B06+']"
5299.999445693931,"['RowPad', 10, 'B', 'B06+']","['RowPad', 10, 'B', 'T05-']"
5299.999445693931,"['RowPad', 10, 'B', 'T05-']","['RowPad', 10, 'B', 'T06+']"
0.0,"['RowPad', 10, 'B', 'T06+']","['RowPad', 10, 'B', 'B06-']"
5300.000311719332,"['RowPad', 10, 'B', 'B06-']","['RowPad', 10, 'B', 'B07+']"
5300.000311719332,"['RowPad', 10, 'B', 'B07+']","['RowPad', 10, 'B', 'T06-']"
5300.000311719332,"['RowPad', 10, 'B', 'T06-']","['RowPad', 10, 'B', 'T07+']"
0.0,"['RowPad', 10, 'B', 'T07+']","['RowPad', 10, 'B', 'B07-']"
5300.00031171933,"['RowPad', 10, 'B', 'B07-']","['RowPad', 10, 'B', 'B08+']"
5300.00031171933,"['RowPad', 10, 'B', 'B08+']","['RowPad', 10, 'B', 'T07-']"
5300.00031171933,"['RowPad', 10, 'B', 'T07-']","['RowPad', 10, 'B', 'T08+']"
0.0,"['RowPad', 10, 'B', 'T08+']","['RowPad', 10, 'B', 'B08-']"
5299.999445693933,"['RowPad', 10, 'B', 'B08-']","['RowPad', 10, 'B', 'B09+']"
5299.999445693933,"['RowPad', 10, 'B', 'B09+']","['RowPad', 10, 'B', 'T08-']"
5299.999445693933,"['RowPad', 10, 'B', 'T08-']","['RowPad', 10, 'B', 'T09+']"
0.0,"['RowPad', 10, 'B', 'T09+']","['RowPad', 10, 'B', 'B09-']"
5300.000311719331,"['RowPad', 10, 'B', 'B09-']","['RowPad', 10, 'B', 'B10+']"
5300.000311719331,"['RowPad', 10, 'B', 'B10+']","['RowPad', 10, 'B', 'T09-']"
5300.000311719331,"['RowPad', 10, 'B', 'T09-']","['RowPad', 10, 'B', 'T10+']"
0.0,"['RowPad', 10, 'B', 'T10+']","['RowPad', 10, 'B', 'B10-']"
5300.000311719331,"['RowPad', 10, 'B', 'B10-']","['RowPad', 10, 'B', 'B11+']"
5300.000311719331,"['RowPad', 10, 'B', 'B11+']","['RowPad', 10, 'B', 'T10-']"
5300.000311719331,"['RowPad', 10, 'B', 'T10-']","['RowPad', 10, 'B', 'T11+']"
0.0,"['RowPad', 10, 'B', 'T11+']","['RowPad', 10, 'B', 'B11-']"
0.0,"['RowPad', 10, 'B', 'B11-']","['RowPad', 10, 'B', 'T11-']"
61122.58203949385,"['RowPad', 10, 'B', 'T11-']","['RowPad', 11, 'B', 'X00+']"
0.0,"['RowPad', 11, 'B', 'X00+']","['RowPad', 11, 'B', 'B00+']"
0.0,"['RowPad', 11, 'B', 'B00+']","['RowPad', 11, 'B', 'X00-']"
0.0,"['RowPad', 11, 'B', 'X00-']","['RowPad', 11, 'B', 'T00+']"
0.0,"['RowPad', 11, 'B', 'T00+']","['RowPad', 11, 'B', 'B00-']"
5300.000311719335,"['RowPad', 11, 'B', 'B00-']","['RowPad', 11, 'B', 'B01+']"
5300.000311719335,"['RowPad', 11, 'B', 'B01+']","['RowPad', 11, 'B', 'T00-']"
5300.000311719335,"['RowPad', 11, 'B', 'T00-']","['RowPad', 11, 'B', 'T01+']"
0.0,"['RowPad', 11, 'B', 'T01+']","['RowPad', 11, 'B', 'B01-']"
5299.999445693934,"['RowPad', 11, 'B', 'B01-']","['RowPad', 11, 'B', 'B02+']"
5299.999445693934,"['RowPad', 11, 'B', 'B02+']","['RowPad', 11, 'B', 'T01-']"
5299.999445693934,"['RowPad', 11, 'B', 'T01-']","['RowPad', 11, 'B', 'T02+']"
0.0,"['RowPad', 11, 'B', 'T02+']","['RowPad', 11, 'B', 'B02-']"
5300.000311719328,"['RowPad', 11, 'B', 'B02-']","['RowPad', 11, 'B', 'B03+']"
5300.000311719328,"['RowPad', 11, 'B', 'B03+']","['RowPad', 11, 'B', 'T02-']"
5300.000311719328,"['RowPad', 11, 'B', 'T02-']","['RowPad', 11, 'B', 'T03+']"
0.0,"['RowPad', 11, 'B', 'T03+']","['RowPad', 11, 'B', 'B03-']"
5300.000311719328,"['RowPad', 11, 'B', 'B03-']","['RowPad', 11, 'B', 'B04+']"
5300.000311719328,"['RowPad', 11, 'B', 'B04+']","['RowPad', 11, 'B', 'T03-']"
5300.000311719328,"['RowPad', 11, 'B', 'T03-']","['RowPad', 11, 'B', 'T04+']"
0.0,"['RowPad', 11, 'B', 'T04+']","['RowPad', 11, 'B', 'B04-']"
5299.999445693934,"['RowPad', 11, 'B', 'B04-']","['RowPad', 11, 'B', 'B05+']"
5299.999445693934,"['RowPad', 11, 'B', 'B05+']","['RowPad', 11, 'B', 'T04-']"
5299.999445693934,"['RowPad', 11, 'B', 'T04-']","['RowPad', 11, 'B', 'T05+']"
0.0,"['RowPad', 11, 'B', 'T05+']","['RowPad', 11, 'B', 'B05-']"
5300.000311719332,"['RowPad', 11, 'B', 'B05-']","['RowPad', 11, 'B', 'B06+']"
5300.000311719332,"['RowPad', 11, 'B', 'B06+']","['RowPad', 11, 'B', 'T05-']"
5300.000311719332,"['RowPad', 11, 'B', 'T05-']","['RowPad', 11, 'B', 'T06+']"
0.0,"['RowPad', 11, 'B', 'T06+']","['RowPad', 11, 'B', 'B06-']"
5299.999445693931,"['RowPad', 11, 'B', 'B06-']","['RowPad', 11, 'B', 'B07+']"
5299.999445693931,"['RowPad', 11, 'B', 'B07+']","['RowPad', 11, 'B', 'T06-']"
5299.999445693931,"['RowPad', 11, 'B', 'T06-']","['RowPad', 11, 'B', 'T07+']"
0.0,"['RowPad', 11, 'B', 'T07+']","['RowPad', 11, 'B', 'B07-']"
5300.000311719332,"['RowPad', 11, 'B', 'B07-']","['RowPad', 11, 'B', 'B08+']"
5300.000311719332,"['RowPad', 11, 'B', 'B08+']","['RowPad', 11, 'B', 'T07-']"
5300.000311719332,"['RowPad', 11, 'B', 'T07-']","['RowPad', 11, 'B', 'T08+']"
0.0,"['RowPad', 11, 'B', 'T08+']","['RowPad', 11, 'B', 'B08-']"
5300.00031171933,"['RowPad', 11, 'B', 'B08-']","['RowPad', 11, 'B', 'B09+']"
5300.00031171933,"['RowPad', 11, 'B', 'B09+']","['RowPad', 11, 'B', 'T08-']"
5300.00031171933,"['RowPad', 11, 'B', 'T08-']","['RowPad', 11, 'B', 'T09+']"
0.0,"['RowPad', 11, 'B', 'T09+']","['RowPad', 11, 'B', 'B09-']"
5299.999445693933,"['RowPad', 11, 'B', 'B09-']","['RowPad', 11, 'B', 'B10+']"
5299.999445693933,"['RowPad', 11, 'B', 'B10+']","['RowPad', 11, 'B', 'T09-']"
5299.999445693933,"['RowPad', 11, 'B', 'T09-']","['RowPad', 11, 'B', 'T10+']"
0.0,"['RowPad', 11, 'B', 'T10+']","['RowPad', 11, 'B', 'B10-']"
5300.000311719331,"['RowPad', 11, 'B', 'B10-']","['RowPad', 11, 'B', 'B11+']"
5300.000311719331,"['RowPad', 11, 'B', 'B11+']","['RowPad', 11, 'B', 'T10-']"
5300.000311719331,"['RowPad', 11, 'B', 'T10-']","['RowPad', 11, 'B', 'T11+']"
0.0,"['RowPad', 11, 'B', 'T11+']","['RowPad', 11, 'B', 'B11-']"
0.0,"['RowPad', 11, 'B', 'B11-']","['RowPad', 11, 'B', 'T11-']"
58299.99996481099,"['RowPad', 11, 'B', 'T11-']","['ColumnPad', 11, 'B', 'R00-']"
0.0,"['ColumnPad', 11, 'B', 'R00-']","['ColumnPad', 11, 'B', 'L00-']"
5300.000311719335,"['ColumnPad', 11, 'B', 'L00-']","['ColumnPad', 11, 'B', 'R01-']"
5300.000311719335,"['ColumnPad', 11, 'B', 'R01-']","['ColumnPad', 11, 'B', 'R00+']"
5300.000311719335,"['ColumnPad', 11, 'B', 'R00+']","['ColumnPad', 11, 'B', 'L01-']"
5300.000311719335,"['ColumnPad', 11, 'B', 'L01-']","['ColumnPad', 11, 'B', 'L00+']"
10599.999757413258,"['ColumnPad', 11, 'B', 'L00+']","['ColumnPad', 11, 'B', 'R02-']"
5299.999445693934,"['ColumnPad', 11, 'B', 'R02-']","['ColumnPad', 11, 'B', 'R01+']"
5299.999445693934,"['ColumnPad', 11, 'B', 'R01+']","['ColumnPad', 11, 'B', 'L02-']"
5299.999445693934,"['ColumnPad', 11, 'B', 'L02-']","['ColumnPad', 11, 'B', 'L01+']"
10599.99975741325,"['ColumnPad', 11, 'B', 'L01+']","['ColumnPad', 11, 'B', 'R03-']"
5300.000311719328,"['ColumnPad', 11, 'B', 'R03-']","['ColumnPad', 11, 'B', 'R02+']"
5300.000311719328,"['ColumnPad', 11, 'B', 'R02+']","['ColumnPad', 11, 'B', 'L03-']"
5300.000311719328,"['ColumnPad', 11, 'B', 'L03-']","['ColumnPad', 11, 'B', 'L02+']"
10600.000623438656,"['ColumnPad', 11, 'B', 'L02+']","['ColumnPad', 11, 'B', 'R04-']"
5300.000311719328,"['ColumnPad', 11, 'B', 'R04-']","['ColumnPad', 11, 'B', 'R03+']"
5300.000311719328,"['ColumnPad', 11, 'B', 'R03+']","['ColumnPad', 11, 'B', 'L04-']"
5300.000311719328,"['ColumnPad', 11, 'B', 'L04-']","['ColumnPad', 11, 'B', 'L03+']"
10599.99975741325,"['ColumnPad', 11, 'B', 'L03+']","['ColumnPad', 11, 'B', 'R05-']"
5299.999445693934,"['ColumnPad', 11, 'B', 'R05-']","['ColumnPad', 11, 'B', 'R04+']"
5299.999445693934,"['ColumnPad', 11, 'B', 'R04+']","['ColumnPad', 11, 'B', 'L05-']"
5299.999445693934,"['ColumnPad', 11, 'B', 'L05-']","['ColumnPad', 11, 'B', 'L04+']"
10599.999757413254,"['ColumnPad', 11, 'B', 'L04+']","['ColumnPad', 11, 'B', 'R06-']"
5300.000311719332,"['ColumnPad', 11, 'B', 'R06-']","['ColumnPad', 11, 'B', 'R05+']"
5300.000311719332,"['ColumnPad', 11, 'B', 'R05+']","['ColumnPad', 11, 'B', 'L06-']"
5300.000311719332,"['ColumnPad', 11, 'B', 'L06-']","['ColumnPad', 11, 'B', 'L05+']"
10599.99975741325,"['ColumnPad', 11, 'B', 'L05+']","['ColumnPad', 11, 'B', 'R07-']"
5299.999445693931,"['ColumnPad', 11, 'B', 'R07-']","['ColumnPad', 11, 'B', 'R06+']"
5299.999445693931,"['ColumnPad', 11, 'B', 'R06+']","['ColumnPad', 11, 'B', 'L07-']"
5299.999445693931,"['ColumnPad', 11, 'B', 'L07-']","['ColumnPad', 11, 'B', 'L06+']"
10599.99975741325,"['ColumnPad', 11, 'B', 'L06+']","['ColumnPad', 11, 'B', 'R08-']"
5300.000311719332,"['ColumnPad', 11, 'B', 'R08-']","['ColumnPad', 11, 'B', 'R07+']"
5300.000311719332,"['ColumnPad', 11, 'B', 'R07+']","['ColumnPad', 11, 'B', 'L08-']"
5300.000311719332,"['ColumnPad', 11, 'B', 'L08-']","['ColumnPad', 11, 'B', 'L07+']"
10600.000623438662,"['ColumnPad', 11, 'B', 'L07+']","['ColumnPad', 11, 'B', 'R09-']"
5300.00031171933,"['ColumnPad', 11, 'B', 'R09-']","['ColumnPad', 11, 'B', 'R08+']"
5300.00031171933,"['ColumnPad', 11, 'B', 'R08+']","['ColumnPad', 11, 'B', 'L09-']"
5300.00031171933,"['ColumnPad', 11, 'B', 'L09-']","['ColumnPad', 11, 'B', 'L08+']"
10599.99975741325,"['ColumnPad', 11, 'B', 'L08+']","['ColumnPad', 11, 'B', 'R10-']"
5299.999445693933,"['ColumnPad', 11, 'B', 'R10-']","['ColumnPad', 11, 'B', 'R09+']"
5299.999445693933,"['ColumnPad', 11, 'B', 'R09+']","['ColumnPad', 11, 'B', 'L10-']"
5299.999445693933,"['ColumnPad', 11, 'B', 'L10-']","['ColumnPad', 11, 'B', 'L09+']"
10599.999757413252,"['ColumnPad', 11, 'B', 'L09+']","['ColumnPad', 11, 'B', 'R11-']"
5300.000311719331,"['ColumnPad', 11, 'B', 'R11-']","['ColumnPad', 11, 'B', 'R10+']"
5300.000311719331,"['ColumnPad', 11, 'B', 'R10+']","['ColumnPad', 11, 'B', 'L11-']"
5300.000311719331,"['ColumnPad', 11, 'B', 'L11-']","['ColumnPad', 11, 'B', 'L10+']"
5300.000311719331,"['ColumnPad', 11, 'B', 'L10+']","['ColumnPad', 11, 'B', 'R11+']"
0.0,"['ColumnPad', 11, 'B', 'R11+']","['ColumnPad', 11, 'B', 'L11+']"
55838.96456084868,"['ColumnPad', 11, 'B', 'L11+']","['ColumnPad', 10, 'B', 'R00-']"
0.0,"['ColumnPad', 10, 'B', 'R00-']","['ColumnPad', 10, 'B', 'L00-']"
5299.999445693934,"['ColumnPad', 10, 'B', 'L00-']","['ColumnPad', 10, 'B', 'R01-']"
5299.999445693934,"['ColumnPad', 10, 'B', 'R01-']","['ColumnPad', 10, 'B', 'R00+']"
5299.999445693934,"['ColumnPad', 10, 'B', 'R00+']","['ColumnPad', 10, 'B', 'L01-']"
5299.999445693934,"['ColumnPad', 10, 'B', 'L01-']","['ColumnPad', 10, 'B', 'L00+']"
10599.99975741325,"['ColumnPad', 10, 'B', 'L00+']","['ColumnPad', 10, 'B', 'R02-']"
5300.000311719328,"['ColumnPad', 10, 'B', 'R02-']","['ColumnPad', 10, 'B', 'R01+']"
5300.000311719328,"['ColumnPad', 10, 'B', 'R01+']","['ColumnPad', 10, 'B', 'L02-']"
5300.000311719328,"['ColumnPad', 10, 'B', 'L02-']","['ColumnPad', 10, 'B', 'L01+']"
10600.000623438656,"['ColumnPad', 10, 'B', 'L01+']","['ColumnPad', 10, 'B', 'R03-']"
5300.000311719328,"['ColumnPad', 10, 'B', 'R03-']","['ColumnPad', 10, 'B', 'R02+']"
5300.000311719328,"['ColumnPad', 10, 'B', 'R02+']","['ColumnPad', 10, 'B', 'L03-']"
5300.000311719328,"['ColumnPad', 10, 'B', 'L03-']","['ColumnPad', 10, 'B', 'L02+']"
10599.99975741325,"['ColumnPad', 10, 'B', 'L02+']","['ColumnPad', 10, 'B', 'R04-']"
5299.999445693934,"['ColumnPad', 10, 'B', 'R04-']","['ColumnPad', 10, 'B', 'R03+']"
5299.999445693934,"['ColumnPad', 10, 'B', 'R03+']","['ColumnPad', 10, 'B', 'L04-']"
5299.999445693934,"['ColumnPad', 10, 'B', 'L04-']","['ColumnPad', 10, 'B', 'L03+']"
10599.999757413254,"['ColumnPad', 10, 'B', 'L03+']","['ColumnPad', 10, 'B', 'R05-']"
5300.000311719332,"['ColumnPad', 10, 'B', 'R05-']","['ColumnPad', 10, 'B', 'R04+']"
5300.000311719332,"['ColumnPad', 10, 'B', 'R04+']","['ColumnPad', 10, 'B', 'L05-']"
5300.000311719332,"['ColumnPad', 10, 'B', 'L05-']","['ColumnPad', 10, 'B', 'L04+']"
10599.99975741325,"['ColumnPad', 10, 'B', 'L04+']","['ColumnPad', 10, 'B', 'R06-']"
5299.999445693931,"['ColumnPad', 10, 'B', 'R06-']","['ColumnPad', 10, 'B', 'R05+']"
5299.999445693931,"['ColumnPad', 10, 'B', 'R05+']","['ColumnPad', 10, 'B', 'L06-']"
5299.999445693931,"['ColumnPad', 10, 'B', 'L06-']","['ColumnPad', 10, 'B', 'L05+']"
10599.99975741325,"['ColumnPad', 10, 'B', 'L05+']","['ColumnPad', 10, 'B', 'R07-']"
5300.000311719332,"['ColumnPad', 10, 'B', 'R07-']","['ColumnPad', 10, 'B', 'R06+']"
5300.000311719332,"['ColumnPad', 10, 'B', 'R06+']","['ColumnPad', 10, 'B', 'L07-']"
5300.000311719332,"['ColumnPad', 10, 'B', 'L07-']","['ColumnPad', 10, 'B', 'L06+']"
10600.000623438662,"['ColumnPad', 10, 'B', 'L06+']","['ColumnPad', 10, 'B', 'R08-']"
5300.00031171933,"['ColumnPad', 10, 'B', 'R08-']","['ColumnPad', 10, 'B', 'R07+']"
5300.00031171933,"['ColumnPad', 10, 'B', 'R07+']","['ColumnPad', 10, 'B', 'L08-']"
5300.00031171933,"['ColumnPad', 10, 'B', 'L08-']","['ColumnPad', 10, 'B', 'L07+']"
10599.99975741325,"['ColumnPad', 10, 'B', 'L07+']","['ColumnPad', 10, 'B', 'R09-']"
5299.999445693933,"['ColumnPad', 10, 'B', 'R09-']","['ColumnPad', 10, 'B', 'R08+']"
5299.999445693933,"['ColumnPad', 10, 'B', 'R08+']","['ColumnPad', 10, 'B', 'L09-']"
5299.999445693933,"['ColumnPad', 10, 'B', 'L09-']","['ColumnPad', 10, 'B', 'L08+']"
10599.999757413252,"['ColumnPad', 10, 'B', 'L08+']","['ColumnPad', 10, 'B', 'R10-']"
5300.000311719331,"['ColumnPad', 10, 'B', 'R10-']","['ColumnPad', 10, 'B', 'R09+']"
5300.000311719331,"['ColumnPad', 10, 'B', 'R09+']","['ColumnPad', 10, 'B', 'L10-']"
5300.000311719331,"['ColumnPad', 10, 'B', 'L10-']","['ColumnPad', 10, 'B', 'L09+']"
10600.000623438662,"['ColumnPad', 10, 'B', 'L09+']","['ColumnPad', 10, 'B', 'R11-']"
5300.000311719331,"['ColumnPad', 10, 'B', 'R11-']","['ColumnPad', 10, 'B', 'R10+']"
5300.000311719331,"['ColumnPad', 10, 'B', 'R10+']","['ColumnPad', 10, 'B', 'L11-']"
5300.000311719331,"['ColumnPad', 10, 'B', 'L11-']","['ColumnPad', 10, 'B', 'L10+']"
5300.000311719331,"['ColumnPad', 10, 'B', 'L10+']","['ColumnPad', 10, 'B', 'R11+']"
0.0,"['ColumnPad', 10, 'B', 'R11+']","['ColumnPad', 10, 'B', 'L11+']"
55838.96538284362,"['ColumnPad', 10, 'B', 'L11+']","['ColumnPad', 9, 'B', 'R00-']"
0.0,"['ColumnPad', 9, 'B', 'R00-']","['ColumnPad', 9, 'B', 'L00-']"
5300.000311719328,"['ColumnPad', 9, 'B', 'L00-']","['ColumnPad', 9, 'B', 'R01-']"
5300.000311719328,"['ColumnPad', 9, 'B', 'R01-']","['ColumnPad', 9, 'B', 'R00+']"
5300.000311719328,"['ColumnPad', 9, 'B', 'R00+']","['ColumnPad', 9, 'B', 'L01-']"
5300.000311719328,"['ColumnPad', 9, 'B', 'L01-']","['ColumnPad', 9, 'B', 'L00+']"
10600.000623438656,"['ColumnPad', 9, 'B', 'L00+']","['ColumnPad', 9, 'B', 'R02-']"
5300.000311719328,"['ColumnPad', 9, 'B', 'R02-']","['ColumnPad', 9, 'B', 'R01+']"
5300.000311719328,"['ColumnPad', 9, 'B', 'R01+']","['ColumnPad', 9, 'B', 'L02-']"
5300.000311719328,"['ColumnPad', 9, 'B', 'L02-']","['ColumnPad', 9, 'B', 'L01+']"
10599.99975741325,"['ColumnPad', 9, 'B', 'L01+']","['ColumnPad', 9, 'B', 'R03-']"
5299.999445693934,"['ColumnPad', 9, 'B', 'R03-']","['ColumnPad', 9, 'B', 'R02+']"
5299.999445693934,"['ColumnPad', 9, 'B', 'R02+']","['ColumnPad', 9, 'B', 'L03-']"
5299.999445693934,"['ColumnPad', 9, 'B', 'L03-']","['ColumnPad', 9, 'B', 'L02+']"
10599.999757413254,"['ColumnPad', 9, 'B', 'L02+']","['ColumnPad', 9, 'B', 'R04-']"
5300.000311719332,"['ColumnPad', 9, 'B', 'R04-']","['ColumnPad', 9, 'B', 'R03+']"
5300.000311719332,"['ColumnPad', 9, 'B', 'R03+']","['ColumnPad', 9, 'B', 'L04-']"
5300.000311719332,"['ColumnPad', 9, 'B', 'L04-']","['ColumnPad', 9, 'B', 'L03+']"
10599.99975741325,"['ColumnPad', 9, 'B', 'L03+']","['ColumnPad', 9, 'B', 'R05-']"
5299.999445693931,"['ColumnPad', 9, 'B', 'R05-']","['ColumnPad', 9, 'B', 'R04+']"
5299.999445693931,"['ColumnPad', 9, 'B', 'R04+']","['ColumnPad', 9, 'B', 'L05-']"
5299.999445693931,"['ColumnPad', 9, 'B', 'L05-']","['ColumnPad', 9, 'B', 'L04+']"
10599.99975741325,"['ColumnPad', 9, 'B', 'L04+']","['ColumnPad', 9, 'B', 'R06-']"
5300.000311719332,"['ColumnPad', 9, 'B', 'R06-']","['ColumnPad', 9, 'B', 'R05+']"
5300.000311719332,"['ColumnPad', 9, 'B', 'R05+']","['ColumnPad', 9, 'B', 'L06-']"
5300.000311719332,"['ColumnPad', 9, 'B', 'L06-']","['ColumnPad', 9, 'B', 'L05+']"
10600.000623438662,"['ColumnPad', 9, 'B', 'L05+']","['ColumnPad', 9, 'B', 'R07-']"
5300.00031171933,"['ColumnPad', 9, 'B', 'R07-']","['ColumnPad', 9, 'B', 'R06+']"
5300.00031171933,"['ColumnPad', 9, 'B', 'R06+']","['ColumnPad', 9, 'B', 'L07-']"
5300.00031171933,"['ColumnPad', 9, 'B', 'L07-']","['ColumnPad', 9, 'B', 'L06+']"
10599.99975741325,"['ColumnPad', 9, 'B', 'L06+']","['ColumnPad', 9, 'B', 'R08-']"
5299.999445693933,"['ColumnPad', 9, 'B', 'R08-']","['ColumnPad', 9, 'B', 'R07+']"
5299.999445693933,"['ColumnPad', 9, 'B', 'R07+']","['ColumnPad', 9, 'B', 'L08-']"
5299.999445693933,"['ColumnPad', 9, 'B', 'L08-']","['ColumnPad', 9, 'B', 'L07+']"
10599.999757413252,"['ColumnPad', 9, 'B', 'L07+']","['ColumnPad', 9, 'B', 'R09-']"
5300.000311719331,"['ColumnPad', 9, 'B', 'R09-']","['ColumnPad', 9, 'B', 'R08+']"
5300.000311719331,"['ColumnPad', 9, 'B', 'R08+']","['ColumnPad', 9, 'B', 'L09-']"
5300.000311719331,"['ColumnPad', 9, 'B', 'L09-']","['ColumnPad', 9, 'B', 'L08+']"
10600.000623438662,"['ColumnPad', 9, 'B', 'L08+']","['ColumnPad', 9, 'B', 'R10-']"
5300.000311719331,"['ColumnPad', 9, 'B', 'R10-']","['ColumnPad', 9, 'B', 'R09+']"
5300.000311719331,"['ColumnPad', 9, 'B', 'R09+']","['ColumnPad', 9, 'B', 'L10-']"
5300.000311719331,"['ColumnPad', 9, 'B', 'L10-']","['ColumnPad', 9, 'B', 'L09+']"
10599.999757413252,"['ColumnPad', 9, 'B', 'L09+']","['ColumnPad', 9, 'B', 'R11-']"
5299.999445693933,"['ColumnPad', 9, 'B', 'R11-']","['ColumnPad', 9, 'B', 'R10+']"
5299.999445693933,"['ColumnPad', 9, 'B', 'R10+']","['ColumnPad', 9, 'B', 'L11-']"
5299.999445693933,"['ColumnPad', 9, 'B', 'L11-']","['ColumnPad', 9, 'B', 'L10+']"
5299.999445693933,"['ColumnPad', 9, 'B', 'L10+']","['ColumnPad', 9, 'B', 'R11+']"
0.0,"['ColumnPad', 9, 'B', 'R11+']","['ColumnPad', 9, 'B', 'L11+']"
55838.96456084868,"['ColumnPad', 9, 'B', 'L11+']","['ColumnPad', 8, 'B', 'R00-']"
0.0,"['ColumnPad', 8, 'B', 'R00-']","['ColumnPad', 8, 'B', 'L00-']"
5300.000311719328,"['ColumnPad', 8, 'B', 'L00-']","['ColumnPad', 8, 'B', 'R01-']"
5300.000311719328,"['ColumnPad', 8, 'B', 'R01-']","['ColumnPad', 8, 'B', 'R00+']"
5300.000311719328,"['ColumnPad', 8, 'B', 'R00+']","['ColumnPad', 8, 'B', 'L01-']"
5300.000311719328,"['ColumnPad', 8, 'B', 'L01-']","['ColumnPad', 8, 'B', 'L00+']"
10599.99975741325,"['ColumnPad', 8, 'B', 'L00+']","['ColumnPad', 8, 'B', 'R02-']"
5299.999445693934,"['ColumnPad', 8, 'B', 'R02-']","['ColumnPad', 8, 'B', 'R01+']"
5299.999445693934,"['ColumnPad', 8, 'B', 'R01+']","['ColumnPad', 8, 'B', 'L02-']"
5299.999445693934,"['ColumnPad', 8, 'B', 'L02-']","['ColumnPad', 8, 'B', 'L01+']"
10599.999757413254,"['ColumnPad', 8, 'B', 'L01+']","['ColumnPad', 8, 'B', 'R03-']"
5300.000311719332,"['ColumnPad', 8, 'B', 'R03-']","['ColumnPad', 8, 'B', 'R02+']"
5300.000311719332,"['ColumnPad', 8, 'B', 'R02+']","['ColumnPad', 8, 'B', 'L03-']"
5300.000311719332,"['ColumnPad', 8, 'B', 'L03-']","['ColumnPad', 8, 'B', 'L02+']"
