range of distance,number in the range
"(50660.5426544,50671.4119622)",3.0
"(50725.7585012,50736.627809)",6.0
"(50747.4971168,50758.3664246)",6.0
"(50769.2357324,50780.1050402)",6.0
"(50812.712963599995,50823.582271399995)",6.0
"(50856.1901948,50867.0595026)",3.0
"(50867.0595026,50877.9288104)",6.0
"(50877.9288104,50888.7981182)",6.0
"(50954.013965,50964.8832728)",6.0
"(50964.8832728,50975.7525806)",3.0
"(50986.6218884,50997.4911962)",3.0
"(51095.3149664,51106.1842742)",9.0
"(51160.5308132,51171.400121)",3.0
"(51182.2694288,51193.1387366)",6.0
"(51236.6159678,51247.4852756)",6.0
"(51247.4852756,51258.354583399996)",3.0
"(51269.223891199996,51280.093198999995)",3.0
"(51301.831814599995,51312.7011224)",3.0
"(51323.5704302,51334.439738)",6.0
"(51356.1783536,51367.0476614)",3.0
"(51388.786277,51399.6555848)",3.0
"(51410.5248926,51421.3942004)",3.0
"(51464.8714316,51475.7407394)",3.0
"(51497.479354999996,51508.348662799996)",3.0
"(51551.825894,51562.6952018)",3.0
"(51573.5645096,51584.4338174)",3.0
"(51606.172433,51617.0417408)",3.0
"(51649.6496642,51660.518972)",3.0
"(51693.1268954,51703.9962032)",3.0
"(51714.865510999996,51725.734818799996)",3.0
"(51790.9506656,51801.8199734)",3.0
"(52019.2061294,52030.0754372)",3.0
"(52127.8992074,52138.7685152)",3.0
"(52160.5071308,52171.3764386)",3.0
"(52203.984361999996,52214.853669799995)",3.0
"(52258.330901,52269.2002088)",3.0
"(52269.2002088,52280.0695166)",3.0
"(52301.8081322,52312.67744)",3.0
"(52334.4160556,52345.2853634)",3.0
"(52367.023979,52377.8932868)",3.0
"(52388.7625946,52399.6319024)",3.0
"(52410.5012102,52421.370517999996)",3.0
"(52432.239825799996,52443.109133599995)",6.0
"(52443.109133599995,52453.978441399995)",3.0
"(52464.847749199995,52475.717057)",3.0
"(52508.3249804,52519.1942882)",6.0
"(52530.063596,52540.9329038)",3.0
"(52551.8022116,52562.6715194)",3.0
"(52573.5408272,52584.410135)",3.0
"(52584.410135,52595.2794428)",3.0
"(52606.1487506,52617.0180584)",3.0
"(52649.625981799996,52660.495289599996)",3.0
"(52682.233905199995,52693.103212999995)",3.0
"(52780.0576754,52790.9269832)",3.0
"(52823.5349066,52834.4042144)",3.0
"(52856.14283,52867.0121378)",3.0
"(52899.620061199996,52910.489368999995)",3.0
"(52921.358676799995,52932.227984599995)",3.0
"(52964.835908,52975.7052158)",3.0
"(52997.4438314,53008.3131392)",3.0
"(53040.9210626,53051.7903704)",3.0
"(53377.869604399995,53388.738912199995)",3.0
"(53486.5626824,53497.4319902)",6.0
"(53508.301298,53519.1706058)",3.0
"(53606.125068199995,53616.994375999995)",3.0
"(53616.994375999995,53627.863683799995)",9.0
"(53671.340915,53682.2102228)",3.0
"(53682.2102228,53693.0795306)",3.0
"(53725.687454,53736.5567618)",3.0
"(53736.5567618,53747.4260696)",9.0
"(53769.1646852,53780.033993)",3.0
"(53780.033993,53790.9033008)",3.0
"(53790.9033008,53801.7726086)",6.0
"(53801.7726086,53812.641916399996)",6.0
"(53845.249839799995,53856.119147599995)",3.0
"(53856.119147599995,53866.988455399995)",3.0
"(53877.8577632,53888.727071)",6.0
"(53888.727071,53899.5963788)",6.0
"(53899.5963788,53910.4656866)",3.0
"(53910.4656866,53921.3349944)",6.0
"(53921.3349944,53932.2043022)",3.0
"(53975.6815334,53986.5508412)",3.0
"(53997.420149,54008.2894568)",3.0
"(54008.2894568,54019.1587646)",9.0
"(54030.0280724,54040.8973802)",6.0
"(54073.505303599995,54084.374611399995)",3.0
"(54106.113227,54116.9825348)",6.0
"(54127.8518426,54138.7211504)",3.0
"(54138.7211504,54149.5904582)",3.0
"(54149.5904582,54160.459766)",6.0
"(54171.3290738,54182.1983816)",3.0
"(54193.0676894,54203.9369972)",3.0
"(54203.9369972,54214.806305)",3.0
"(54236.5449206,54247.4142284)",6.0
"(54247.4142284,54258.2835362)",3.0
"(54280.022151799996,54290.891459599996)",3.0
"(54312.630075199995,54323.499382999995)",3.0
"(54334.3686908,54345.2379986)",6.0
"(54366.9766142,54377.845922)",3.0
"(54377.845922,54388.7152298)",6.0
"(54475.6696922,54486.539)",6.0
"(54486.539,54497.4083078)",6.0
"(54497.4083078,54508.277615599996)",3.0
"(54519.146923399996,54530.016231199996)",9.0
"(54562.624154599995,54573.4934624)",3.0
"(54584.3627702,54595.232078)",3.0
"(54606.1013858,54616.9706936)",12.0
"(54616.9706936,54627.8400014)",6.0
"(54649.578617,54660.4479248)",3.0
"(54660.4479248,54671.3172326)",3.0
"(54671.3172326,54682.1865404)",3.0
"(54693.0558482,54703.925156)",3.0
"(54714.7944638,54725.6637716)",3.0
"(54725.6637716,54736.5330794)",3.0
"(54736.5330794,54747.402387199996)",3.0
"(54747.402387199996,54758.271694999996)",6.0
"(54790.879618399995,54801.7489262)",3.0
"(54801.7489262,54812.618234)",3.0
"(54845.2261574,54856.0954652)",6.0
"(54866.964773,54877.8340808)",3.0
"(54910.4420042,54921.311312)",3.0
"(54921.311312,54932.1806198)",3.0
"(54932.1806198,54943.0499276)",3.0
"(54964.7885432,54975.657850999996)",3.0
"(54975.657850999996,54986.527158799996)",3.0
"(55008.265774399995,55019.135082199995)",3.0
"(55040.8736978,55051.7430056)",3.0
"(55073.4816212,55084.350929)",3.0
"(55095.2202368,55106.0895446)",3.0
"(55627.816319,55638.6856268)",3.0
"(55736.509397,55747.3787048)",3.0
"(55758.2480126,55769.1173204)",3.0
"(55790.855936,55801.7252438)",3.0
"(55801.7252438,55812.5945516)",3.0
"(55834.3331672,55845.202475)",3.0
"(55856.0717828,55866.9410906)",3.0
"(55866.9410906,55877.8103984)",3.0
"(55877.8103984,55888.6797062)",3.0
"(55888.6797062,55899.549014)",3.0
"(55921.287629599996,55932.156937399996)",3.0
"(55932.156937399996,55943.026245199995)",3.0
"(55943.026245199995,55953.895552999995)",3.0
"(55953.895552999995,55964.764860799994)",3.0
"(55964.764860799994,55975.6341686)",3.0
"(55986.5034764,55997.3727842)",3.0
"(56008.242092,56019.1113998)",3.0
"(56019.1113998,56029.9807076)",3.0
"(56051.7193232,56062.588631)",3.0
"(56073.4579388,56084.3272466)",3.0
"(56095.1965544,56106.0658622)",3.0
"(56160.412401199996,56171.281708999995)",6.0
"(56171.281708999995,56182.151016799995)",3.0
"(56182.151016799995,56193.020324599995)",3.0
"(56247.3668636,56258.2361714)",3.0
"(56258.2361714,56269.1054792)",3.0
"(56290.8440948,56301.7134026)",3.0
"(56301.7134026,56312.5827104)",3.0
"(56312.5827104,56323.4520182)",3.0
"(56388.667864999996,56399.537172799995)",3.0
"(56399.537172799995,56410.406480599995)",3.0
"(56606.054020999996,56616.923328799996)",3.0
"(56682.1391756,56693.0084834)",3.0
"(56714.747099,56725.6164068)",3.0
"(56747.3550224,56758.2243302)",3.0
"(56790.8322536,56801.7015614)",3.0
"(56823.440177,56834.3094848)",3.0
"(56845.178792599996,56856.048100399996)",3.0
"(56910.3946394,56921.2639472)",3.0
"(56932.133255,56943.0025628)",3.0
"(56986.479794,56997.3491018)",3.0
"(57019.0877174,57029.9570252)",3.0
"(57051.6956408,57062.5649486)",3.0
"(57095.172871999996,57106.042179799995)",3.0
"(57127.780795399995,57138.6501032)",3.0
"(57149.519411,57160.3887188)",3.0
"(57236.4738734,57247.3431812)",3.0
"(57356.036259199995,57366.905567)",3.0
"(57453.8600294,57464.7293372)",3.0
"(57486.4679528,57497.3372606)",3.0
"(57519.0758762,57529.945184)",3.0
"(57529.945184,57540.814491799996)",3.0
"(57573.422415199995,57584.291722999995)",3.0
"(57584.291722999995,57595.161030799994)",3.0
"(57606.0303386,57616.8996464)",6.0
"(57616.8996464,57627.7689542)",3.0
"(57649.5075698,57660.3768776)",3.0
"(57660.3768776,57671.2461854)",3.0
"(57671.2461854,57682.1154932)",3.0
"(57703.8541088,57714.7234166)",3.0
"(57714.7234166,57725.5927244)",3.0
"(57747.33134,57758.2006478)",6.0
"(57758.2006478,57769.069955599996)",3.0
"(57779.939263399996,57790.808571199996)",3.0
"(57790.808571199996,57801.677878999995)",3.0
"(57845.1551102,57856.024418)",3.0
"(57877.7630336,57888.6323414)",3.0
"(57910.370957,57921.2402648)",3.0
"(57921.2402648,57932.1095726)",3.0
"(57964.717496,57975.5868038)",3.0
"(57997.3254194,58008.194727199996)",3.0
"(58008.194727199996,58019.064034999996)",3.0
"(58019.064034999996,58029.933342799995)",6.0
"(58040.802650599995,58051.671958399995)",3.0
"(58051.671958399995,58062.541266199994)",3.0
"(58106.0184974,58116.8878052)",3.0
"(58116.8878052,58127.757113)",3.0
"(58127.757113,58138.6264208)",3.0
"(58138.6264208,58149.4957286)",6.0
"(58149.4957286,58160.3650364)",9.0
"(58182.103652,58192.9729598)",3.0
"(58225.5808832,58236.450190999996)",3.0
"(58247.319498799996,58258.188806599996)",3.0
"(58258.188806599996,58269.058114399995)",6.0
"(58269.058114399995,58279.927422199995)",3.0
"(58279.927422199995,58290.796729999995)",3.0
"(58301.6660378,58312.5353456)",3.0
"(58334.2739612,58345.143269)",3.0
"(58356.0125768,58366.8818846)",3.0
"(58399.489808,58410.3591158)",3.0
"(58421.2284236,58432.0977314)",3.0
"(58432.0977314,58442.9670392)",9.0
"(58442.9670392,58453.836347)",3.0
"(58464.7056548,58475.574962599996)",3.0
"(58508.182885999995,58519.052193799995)",6.0
"(58540.7908094,58551.6601172)",3.0
"(58551.6601172,58562.529425)",6.0
"(58562.529425,58573.3987328)",9.0
"(58573.3987328,58584.2680406)",3.0
"(58616.875964,58627.7452718)",3.0
"(58627.7452718,58638.6145796)",6.0
"(58638.6145796,58649.4838874)",3.0
"(58671.222503,58682.0918108)",9.0
"(58682.0918108,58692.9611186)",3.0
"(58703.830426399996,58714.699734199996)",3.0
"(58747.307657599995,58758.176965399995)",6.0
"(58758.176965399995,58769.0462732)",3.0
"(58790.7848888,58801.6541966)",3.0
"(58801.6541966,58812.5235044)",6.0
"(58845.1314278,58856.0007356)",3.0
"(58877.7393512,58888.608659)",3.0
"(58888.608659,58899.4779668)",3.0
"(58899.4779668,58910.3472746)",3.0
"(58910.3472746,58921.2165824)",3.0
"(58932.085890199996,58942.955197999996)",3.0
"(58953.824505799996,58964.693813599995)",3.0
"(58986.432429199995,58997.301737)",3.0
"(59008.1710448,59019.0403526)",6.0
"(59040.7789682,59051.648276)",6.0
"(59051.648276,59062.5175838)",3.0
"(59084.2561994,59095.1255072)",3.0
"(59138.6027384,59149.4720462)",3.0
"(59171.210661799996,59182.079969599996)",3.0
"(59464.6819724,59475.5512802)",3.0
"(59475.5512802,59486.420588)",3.0
"(59486.420588,59497.2898958)",3.0
"(59508.1592036,59519.0285114)",3.0
"(59562.5057426,59573.3750504)",3.0
"(59573.3750504,59584.2443582)",3.0
"(59584.2443582,59595.113666)",3.0
"(59595.113666,59605.9829738)",6.0
"(59605.9829738,59616.8522816)",3.0
"(59627.7215894,59638.590897199996)",3.0
"(59649.460204999996,59660.329512799995)",6.0
"(59660.329512799995,59671.198820599995)",3.0
"(59692.937436199994,59703.806744)",3.0
"(59703.806744,59714.6760518)",6.0
"(59725.5453596,59736.4146674)",3.0
"(59736.4146674,59747.2839752)",6.0
"(59779.8918986,59790.7612064)",6.0
"(59790.7612064,59801.6305142)",6.0
"(59801.6305142,59812.499822)",3.0
"(59812.499822,59823.3691298)",3.0
"(59834.2384376,59845.1077454)",3.0
"(59845.1077454,59855.9770532)",3.0
"(59877.715668799996,59888.584976599996)",6.0
"(59888.584976599996,59899.454284399995)",3.0
"(59910.323592199995,59921.192899999995)",3.0
"(59921.192899999995,59932.0622078)",6.0
"(59932.0622078,59942.9315156)",6.0
"(59942.9315156,59953.8008234)",3.0
"(59964.6701312,59975.539439)",3.0
"(59986.4087468,59997.2780546)",3.0
"(59997.2780546,60008.1473624)",3.0
"(60019.0166702,60029.885978)",9.0
"(60062.4939014,60073.3632092)",6.0
"(60084.232517,60095.1018248)",3.0
"(60127.709748199995,60138.579055999995)",3.0
"(60149.448363799995,60160.317671599994)",3.0
"(60866.8226786,60877.6919864)",3.0
"(60877.6919864,60888.5612942)",3.0
"(60888.5612942,60899.430602)",3.0
"(60953.777141,60964.6464488)",3.0
"(60964.6464488,60975.5157566)",3.0
"(60975.5157566,60986.3850644)",3.0
"(61008.12368,61018.9929878)",6.0
"(61018.9929878,61029.862295599996)",3.0
"(61062.470218999995,61073.339526799995)",3.0
"(61095.0781424,61105.9474502)",3.0
"(61105.9474502,61116.816758)",9.0
"(61171.163297,61182.0326048)",3.0
"(61203.7712204,61214.6405282)",3.0
"(61214.6405282,61225.509836)",3.0
"(61236.3791438,61247.2484516)",3.0
"(61247.2484516,61258.1177594)",3.0
"(61258.1177594,61268.987067199996)",3.0
"(61301.594990599995,61312.464298399995)",6.0
"(61334.202914,61345.0722218)",3.0
"(61345.0722218,61355.9415296)",6.0
"(61388.549453,61399.4187608)",3.0
"(61399.4187608,61410.2880686)",6.0
"(61432.0266842,61442.895992)",3.0
"(61464.6346076,61475.5039154)",3.0
"(61486.3732232,61497.242530999996)",3.0
"(61540.719762199995,61551.589069999995)",3.0
"(62051.5772288,62062.4465366)",3.0
"(62127.6623834,62138.5316912)",3.0
"(62149.400999,62160.2703068)",3.0
"(62182.0089224,62192.878230199996)",3.0
"(62236.355461399995,62247.224769199995)",3.0
"(62268.9633848,62279.8326926)",3.0
"(62290.7020004,62301.5713082)",6.0
"(62345.0485394,62355.9178472)",3.0
"(62355.9178472,62366.787155)",3.0
"(62366.787155,62377.6564628)",6.0
"(62410.2643862,62421.133694)",3.0
"(62432.003001799996,62442.872309599996)",6.0
"(62453.741617399995,62464.610925199995)",3.0
"(62475.480232999995,62486.349540799994)",3.0
"(62497.2188486,62508.0881564)",3.0
"(62508.0881564,62518.9574642)",3.0
"(62540.6960798,62551.5653876)",6.0
"(62551.5653876,62562.4346954)",3.0
"(62573.3040032,62584.173311)",3.0
"(62595.0426188,62605.9119266)",3.0
"(62660.258465599996,62671.127773399996)",6.0
"(62671.127773399996,62681.997081199996)",6.0
"(62681.997081199996,62692.866388999995)",3.0
"(62703.735696799995,62714.605004599995)",3.0
"(62736.3436202,62747.212928)",3.0
"(62747.212928,62758.0822358)",3.0
"(62758.0822358,62768.9515436)",3.0
"(62779.8208514,62790.6901592)",3.0
"(62790.6901592,62801.559467)",9.0
"(62801.559467,62812.4287748)",3.0
"(62812.4287748,62823.2980826)",3.0
"(62823.2980826,62834.1673904)",6.0
"(62845.0366982,62855.906006)",6.0
"(62855.906006,62866.7753138)",3.0
"(62866.7753138,62877.6446216)",3.0
"(62877.6446216,62888.5139294)",6.0
"(62899.383237199996,62910.252544999996)",6.0
"(62910.252544999996,62921.121852799995)",6.0
"(62931.991160599995,62942.860468399995)",6.0
"(62942.860468399995,62953.729776199994)",6.0
"(62953.729776199994,62964.599084)",6.0
"(62964.599084,62975.4683918)",12.0
"(62986.3376996,62997.2070074)",3.0
"(63008.0763152,63018.945623)",3.0
"(63029.8149308,63040.6842386)",3.0
"(63062.4228542,63073.292162)",15.0
"(63073.292162,63084.1614698)",6.0
"(63084.1614698,63095.0307776)",6.0
"(63095.0307776,63105.9000854)",3.0
"(63105.9000854,63116.7693932)",3.0
"(63127.638700999996,63138.508008799996)",3.0
"(63149.377316599996,63160.246624399995)",3.0
"(63181.985239999995,63192.8545478)",12.0
"(63192.8545478,63203.7238556)",3.0
"(63203.7238556,63214.5931634)",6.0
"(63214.5931634,63225.4624712)",3.0
"(63225.4624712,63236.331779)",3.0
"(63258.0703946,63268.9397024)",3.0
"(63268.9397024,63279.8090102)",3.0
"(63279.8090102,63290.678318)",3.0
"(63301.5476258,63312.4169336)",3.0
"(63312.4169336,63323.2862414)",3.0
"(63334.1555492,63345.024857)",6.0
"(63355.894164799996,63366.763472599996)",3.0
"(63388.502088199995,63399.371395999995)",3.0
"(63399.371395999995,63410.240703799995)",3.0
"(63442.8486272,63453.717935)",3.0
"(63453.717935,63464.5872428)",3.0
"(63486.3258584,63497.1951662)",3.0
"(63497.1951662,63508.064474)",3.0
"(63529.8030896,63540.6723974)",3.0
"(63540.6723974,63551.5417052)",3.0
"(63584.1496286,63595.018936399996)",3.0
"(63605.888244199996,63616.757551999995)",3.0
"(63616.757551999995,63627.626859799995)",3.0
"(63638.496167599995,63649.365475399994)",3.0
"(63671.104091,63681.9733988)",3.0
"(63681.9733988,63692.8427066)",3.0
"(63725.45063,63736.3199378)",6.0
"(63747.1892456,63758.0585534)",3.0
"(63779.797169,63790.6664768)",3.0
"(63790.6664768,63801.5357846)",3.0
"(63801.5357846,63812.4050924)",3.0
"(63845.013015799996,63855.882323599995)",6.0
"(63855.882323599995,63866.751631399995)",3.0
"(63877.620939199995,63888.490246999994)",3.0
"(63888.490246999994,63899.3595548)",3.0
"(63910.2288626,63921.0981704)",6.0
"(63921.0981704,63931.9674782)",3.0
"(63975.4447094,63986.3140172)",6.0
"(64018.9219406,64029.7912484)",3.0
"(64029.7912484,64040.6605562)",3.0
"(64040.6605562,64051.529864)",3.0
"(64149.3536342,64160.222942)",3.0
"(64486.302176,64497.1714838)",3.0
"(64497.1714838,64508.0407916)",3.0
"(64573.256638399995,64584.125946199994)",3.0
"(64584.125946199994,64594.995254)",3.0
"(64616.7338696,64627.6031774)",3.0
"(64627.6031774,64638.4724852)",6.0
"(64714.5576398,64725.4269476)",3.0
"(64725.4269476,64736.2962554)",6.0
"(64747.1655632,64758.034870999996)",3.0
"(64823.2507178,64834.1200256)",3.0
"(64834.1200256,64844.9893334)",3.0
"(64844.9893334,64855.8586412)",3.0
"(64855.8586412,64866.727949)",6.0
"(64921.074488,64931.9437958)",3.0
"(64931.9437958,64942.8131036)",3.0
"(64942.8131036,64953.6824114)",6.0
"(64953.6824114,64964.5517192)",6.0
"(64964.5517192,64975.421027)",3.0
"(64986.290334799996,64997.159642599996)",3.0
"(64997.159642599996,65008.028950399996)",3.0
"(65008.028950399996,65018.898258199995)",3.0
"(65040.636873799995,65051.506181599994)",3.0
"(65051.506181599994,65062.3754894)",3.0
"(65062.3754894,65073.2447972)",6.0
"(65073.2447972,65084.114105)",6.0
"(65084.114105,65094.9834128)",3.0
"(65138.460644,65149.3299518)",3.0
"(65149.3299518,65160.1992596)",6.0
"(65171.0685674,65181.9378752)",3.0
"(65192.807183,65203.6764908)",3.0
"(65214.5457986,65225.415106399996)",3.0
"(65279.761645399994,65290.6309532)",6.0
"(65301.500261,65312.3695688)",3.0
"(65344.9774922,65355.8468)",6.0
"(65431.9319546,65442.8012624)",6.0
"(65475.409185799996,65486.278493599995)",3.0
"(65562.3636482,65573.23295599999)",3.0
"(65584.1022638,65594.9715716)",3.0
"(65605.8408794,65616.71018719999)",3.0
"(65671.0567262,65681.926034)",3.0
"(65692.7953418,65703.6646496)",3.0
"(65725.4032652,65736.272573)",3.0
"(65747.1418808,65758.0111886)",3.0
"(65801.48841979999,65812.3577276)",3.0
"(65823.22703539999,65834.0963432)",3.0
"(65964.5280368,65975.3973446)",3.0
"(65986.2666524,65997.1359602)",3.0
"(66040.6131914,66051.48249919999)",3.0
"(66073.22111479999,66084.0904226)",3.0
"(66105.8290382,66116.698346)",3.0
"(66127.5676538,66138.4369616)",3.0
"(66149.3062694,66160.1755772)",3.0
"(66181.9141928,66192.7835006)",3.0
"(66203.6528084,66214.5221162)",3.0
"(66247.1300396,66257.9993474)",3.0
"(66290.6072708,66301.47657859999)",3.0
"(66334.084502,66344.9538098)",3.0
"(66388.431041,66399.3003488)",6.0
"(66442.77758,66453.6468878)",3.0
"(66475.3855034,66486.2548112)",3.0
"(66497.124119,66507.99342679999)",3.0
"(66529.73204239999,66540.6013502)",3.0
"(66573.2092736,66584.0785814)",6.0
"(66627.5558126,66638.4251204)",3.0
"(66681.9023516,66692.7716594)",3.0
"(66714.510275,66725.3795828)",3.0
"(66812.3340452,66823.203353)",3.0
"(67105.8053558,67116.6746636)",3.0
"(67160.1518948,67171.0212026)",3.0
"(67192.7598182,67203.629126)",3.0
"(67203.629126,67214.49843379999)",3.0
"(67214.49843379999,67225.3677416)",3.0
"(67247.1063572,67257.97566499999)",3.0
"(67257.97566499999,67268.8449728)",3.0
"(67268.8449728,67279.7142806)",6.0
"(67290.5835884,67301.4528962)",6.0
"(67323.1915118,67334.0608196)",9.0
"(67334.0608196,67344.9301274)",3.0
"(67355.7994352,67366.668743)",3.0
"(67377.5380508,67388.4073586)",6.0
"(67388.4073586,67399.2766664)",3.0
"(67399.2766664,67410.1459742)",3.0
"(67410.1459742,67421.015282)",3.0
"(67421.015282,67431.8845898)",3.0
"(67431.8845898,67442.75389759999)",3.0
"(67442.75389759999,67453.6232054)",3.0
"(67453.6232054,67464.49251319999)",3.0
"(67464.49251319999,67475.361821)",3.0
"(67475.361821,67486.23112879999)",3.0
"(67486.23112879999,67497.1004366)",3.0
"(67497.1004366,67507.9697444)",6.0
"(67507.9697444,67518.8390522)",3.0
"(67518.8390522,67529.70836)",3.0
"(67540.5776678,67551.4469756)",3.0
"(67551.4469756,67562.3162834)",3.0
"(67573.1855912,67584.054899)",9.0
"(67584.054899,67594.9242068)",3.0
"(67594.9242068,67605.7935146)",6.0
"(67605.7935146,67616.6628224)",6.0
"(67616.6628224,67627.5321302)",6.0
"(67638.401438,67649.2707458)",6.0
"(67660.1400536,67671.00936139999)",3.0
"(67671.00936139999,67681.8786692)",6.0
"(67681.8786692,67692.74797699999)",6.0
"(67692.74797699999,67703.6172848)",3.0
"(67714.48659259999,67725.3559004)",9.0
"(67736.22520819999,67747.094516)",12.0
"(67747.094516,67757.9638238)",3.0
"(67779.7024394,67790.5717472)",6.0
"(67790.5717472,67801.441055)",3.0
"(67812.3103628,67823.1796706)",6.0
"(67834.0489784,67844.9182862)",3.0
"(67844.9182862,67855.787594)",3.0
"(67866.6569018,67877.5262096)",6.0
"(67910.134133,67921.00344079999)",3.0
"(67921.00344079999,67931.8727486)",3.0
"(67931.8727486,67942.74205639999)",3.0
"(67953.6113642,67964.48067199999)",6.0
"(67975.3499798,67986.2192876)",3.0
"(68007.9579032,68018.827211)",3.0
"(68040.5658266,68051.4351344)",6.0
"(68051.4351344,68062.3044422)",3.0
"(68073.17375,68084.0430578)",9.0
"(68084.0430578,68094.9123656)",3.0
"(68105.7816734,68116.6509812)",3.0
"(68160.1282124,68170.99752019999)",3.0
"(68170.99752019999,68181.866828)",6.0
"(68203.6054436,68214.4747514)",6.0
"(68214.4747514,68225.3440592)",3.0
"(68225.3440592,68236.213367)",3.0
"(68301.4292138,68312.2985216)",3.0
"(68323.1678294,68334.0371372)",3.0
"(68334.0371372,68344.906445)",9.0
"(68366.6450606,68377.51436839999)",6.0
"(68431.8609074,68442.7302152)",6.0
"(68464.4688308,68475.3381386)",9.0
"(68475.3381386,68486.2074464)",3.0
"(68497.0767542,68507.946062)",6.0
"(68540.5539854,68551.4232932)",3.0
"(68562.292601,68573.1619088)",6.0
"(68584.0312166,68594.9005244)",3.0
"(68594.9005244,68605.76983219999)",3.0
"(68627.50844779999,68638.3777556)",3.0
"(68649.24706339999,68660.1163712)",3.0
"(68670.985679,68681.8549868)",3.0
"(68681.8549868,68692.7242946)",3.0
"(68714.4629102,68725.332218)",3.0
"(68725.332218,68736.2015258)",3.0
"(68736.2015258,68747.0708336)",3.0
"(68768.8094492,68779.678757)",3.0
"(68779.678757,68790.5480648)",6.0
"(68812.2866804,68823.1559882)",6.0
"(68844.8946038,68855.76391159999)",3.0
"(68855.76391159999,68866.6332194)",3.0
"(68866.6332194,68877.50252719999)",3.0
"(68888.371835,68899.24114279999)",3.0
"(68899.24114279999,68910.1104506)",3.0
"(68910.1104506,68920.9797584)",3.0
"(68942.718374,68953.5876818)",3.0
"(68964.4569896,68975.3262974)",3.0
"(68975.3262974,68986.1956052)",3.0
"(69018.8035286,69029.6728364)",3.0
"(69073.1500676,69084.01937539999)",3.0
"(69094.8886832,69105.75799099999)",3.0
"(69149.2352222,69160.10453)",6.0
"(69203.5817612,69214.451069)",3.0
"(69236.1896846,69247.0589924)",6.0
"(69279.6669158,69290.5362236)",3.0
"(69290.5362236,69301.4055314)",3.0
"(69377.490686,69388.3599938)",6.0
"(69518.7916874,69529.6609952)",6.0
"(69605.7461498,69616.6154576)",6.0
"(69649.223381,69660.0926888)",6.0
"(69747.0471512,69757.916459)",6.0
"(69812.26299799999,69823.1323058)",3.0
"(69920.956076,69931.8253838)",3.0
"(69942.6946916,69953.5639994)",3.0
"(69964.4333072,69975.302615)",3.0
"(70018.77984619999,70029.649154)",3.0
"(70029.649154,70040.51846179999)",3.0
"(70051.3877696,70062.25707739999)",6.0
"(70094.8650008,70105.7343086)",3.0
"(70105.7343086,70116.6036164)",3.0
"(70127.4729242,70138.342232)",3.0
"(70138.342232,70149.2115398)",6.0
"(70149.2115398,70160.0808476)",3.0
"(70160.0808476,70170.9501554)",3.0
"(70181.8194632,70192.688771)",3.0
"(70192.688771,70203.5580788)",3.0
"(70236.1660022,70247.03530999999)",6.0
"(70257.9046178,70268.77392559999)",6.0
"(70268.77392559999,70279.6432334)",6.0
"(70279.6432334,70290.51254119999)",3.0
"(70323.1204646,70333.9897724)",3.0
"(70344.8590802,70355.728388)",6.0
"(70366.5976958,70377.4670036)",3.0
"(70377.4670036,70388.3363114)",3.0
"(70388.3363114,70399.2056192)",3.0
"(70410.074927,70420.9442348)",3.0
"(70420.9442348,70431.8135426)",3.0
"(70464.421466,70475.29077379999)",3.0
"(70475.29077379999,70486.1600816)",6.0
"(70518.76800499999,70529.6373128)",3.0
"(70551.3759284,70562.2452362)",3.0
"(70562.2452362,70573.114544)",3.0
"(70605.7224674,70616.5917752)",3.0
"(70692.6769298,70703.54623759999)",3.0
"(71453.52847579999,71464.3977836)",3.0
"(71551.352246,71562.2215538)",3.0
"(71583.9601694,71594.8294772)",3.0
"(71627.4374006,71638.30670839999)",3.0
"(71692.6532474,71703.5225552)",3.0
"(71703.5225552,71714.391863)",3.0
"(71714.391863,71725.2611708)",3.0
"(71736.1304786,71746.9997864)",3.0
"(71768.738402,71779.6077098)",3.0
"(71801.3463254,71812.2156332)",3.0
"(71833.9542488,71844.8235566)",9.0
"(71844.8235566,71855.6928644)",3.0
"(71855.6928644,71866.56217219999)",3.0
"(71866.56217219999,71877.43148)",3.0
"(71877.43148,71888.30078779999)",3.0
"(71931.77801899999,71942.6473268)",3.0
"(71942.6473268,71953.5166346)",3.0
"(71953.5166346,71964.3859424)",6.0
"(71964.3859424,71975.2552502)",6.0
"(71975.2552502,71986.124558)",6.0
"(71986.124558,71996.9938658)",3.0
"(72007.8631736,72018.7324814)",6.0
"(72051.3404048,72062.2097126)",3.0
"(72073.0790204,72083.9483282)",6.0
"(72094.81763599999,72105.6869438)",9.0
"(72116.55625159999,72127.4255594)",6.0
"(72127.4255594,72138.29486719999)",6.0
"(72138.29486719999,72149.164175)",3.0
"(72170.9027906,72181.7720984)",3.0
"(72181.7720984,72192.6414062)",3.0
"(72214.3800218,72225.2493296)",3.0
"(72246.9879452,72257.857253)",12.0
"(72257.857253,72268.7265608)",9.0
"(72279.5958686,72290.4651764)",3.0
"(72301.3344842,72312.203792)",3.0
"(72366.55033099999,72377.4196388)",15.0
"(72377.4196388,72388.28894659999)",3.0
"(72388.28894659999,72399.1582544)",6.0
"(72410.0275622,72420.89687)",3.0
"(72442.6354856,72453.5047934)",3.0
"(72486.1127168,72496.9820246)",6.0
"(72496.9820246,72507.8513324)",3.0
"(72518.7206402,72529.589948)",9.0
"(72540.4592558,72551.3285636)",3.0
"(72573.06717919999,72583.936487)",3.0
"(72616.54441039999,72627.4137182)",6.0
"(72638.283026,72649.1523338)",3.0
