pad distance,1st Grouptype,1st GroupIndex,1st Group Section,1st Pad Label,1st Pixel X center,1st Pixel Y center,1st Pad X center,1st Pad Y center,2nd Grouptype,2nd GroupIndex,2nd Group Section,2nd Pad Label,2nd Pixel X center,2nd Pixel Y center,2nd Pad X center,2nd Pad Y center
425.793,ColumnPad,0,C,L00+,-1529.978,-2650.0,-63786.616,-4326.836,ColumnPad,0,C,L00-,-1529.978,-2650.0,-63387.886,-4177.458
108436.323,ColumnPad,0,C,L00-,-1529.978,-2650.0,-63387.886,-4177.458,RowPad,0,C,B00+,-1529.978,-2650.0,31086.158,-57404.248
425.792,RowPad,0,A,B00+,-1529.978,2650.0,-65256.616,1780.721,RowPad,0,A,B00-,-1529.978,2650.0,-64927.886,1510.1
469.574,RowPad,0,A,B00-,-1529.978,2650.0,-64927.886,1510.1,RowPad,0,A,T00+,-1529.978,2650.0,-65186.616,1901.965
425.793,RowPad,0,A,T00+,-1529.978,2650.0,-65186.616,1901.965,RowPad,0,A,T00-,-1529.978,2650.0,-64857.886,1631.343
469.574,RowPad,0,A,T00-,-1529.978,2650.0,-64857.886,1631.343,RowPad,0,A,X00+,-1529.978,2650.0,-65326.616,1659.478
425.793,RowPad,0,A,X00+,-1529.978,2650.0,-65326.616,1659.478,RowPad,0,A,X00-,-1529.978,2650.0,-64997.886,1388.856
108570.145,RowPad,0,A,X00-,-1529.978,2650.0,-64997.886,1388.856,ColumnPad,0,A,R00+,-1529.978,2650.0,28006.158,57404.248
425.793,ColumnPad,0,A,R00+,-1529.978,2650.0,28006.158,57404.248,ColumnPad,0,A,R00-,-1529.978,2650.0,27936.158,56984.248
469.574,ColumnPad,0,A,R00-,-1529.978,2650.0,27936.158,56984.248,ColumnPad,0,A,L00+,-1529.978,2650.0,28146.158,57404.248
425.793,ColumnPad,0,A,L00+,-1529.978,2650.0,28146.158,57404.248,ColumnPad,0,A,L00-,-1529.978,2650.0,28076.158,56984.248
108436.323,ColumnPad,0,A,L00-,-1529.978,2650.0,28076.158,56984.248,RowPad,0,A,B00+,-1529.978,2650.0,-65256.616,1780.721
425.793,RowPad,2,A,B01+,-1529.978,11829.869,-60006.616,10873.988,RowPad,2,A,B01-,-1529.978,11829.869,-59677.886,10603.366
469.574,RowPad,2,A,B01-,-1529.978,11829.869,-59677.886,10603.366,RowPad,2,A,T01+,-1529.978,11829.869,-59936.616,10995.232
425.793,RowPad,2,A,T01+,-1529.978,11829.869,-59936.616,10995.232,RowPad,2,A,T01-,-1529.978,11829.869,-59607.886,10724.61
95447.496,RowPad,2,A,T01-,-1529.978,11829.869,-59607.886,10724.61,ColumnPad,1,A,R02+,-1529.978,11829.869,23646.158,57404.248
425.793,ColumnPad,1,A,R02+,-1529.978,11829.869,23646.158,57404.248,ColumnPad,1,A,R02-,-1529.978,11829.869,23576.158,56984.248
469.574,ColumnPad,1,A,R02-,-1529.978,11829.869,23576.158,56984.248,ColumnPad,1,A,L02+,-1529.978,11829.869,23786.158,57404.248
425.793,ColumnPad,1,A,L02+,-1529.978,11829.869,23786.158,57404.248,ColumnPad,1,A,L02-,-1529.978,11829.869,23716.158,56984.248
95580.641,ColumnPad,1,A,L02-,-1529.978,11829.869,23716.158,56984.248,RowPad,2,A,B01+,-1529.978,11829.869,-60006.616,10873.988
425.793,RowPad,4,A,B02+,-1529.978,21009.739,-54566.616,20296.345,RowPad,4,A,B02-,-1529.978,21009.739,-54237.886,20025.723
469.574,RowPad,4,A,B02-,-1529.978,21009.739,-54237.886,20025.723,RowPad,4,A,T02+,-1529.978,21009.739,-54496.616,20417.588
425.793,RowPad,4,A,T02+,-1529.978,21009.739,-54496.616,20417.588,RowPad,4,A,T02-,-1529.978,21009.739,-54167.886,20146.966
82023.905,RowPad,4,A,T02-,-1529.978,21009.739,-54167.886,20146.966,ColumnPad,2,A,R04+,-1529.978,21009.739,18906.158,57404.248
425.793,ColumnPad,2,A,R04+,-1529.978,21009.739,18906.158,57404.248,ColumnPad,2,A,R04-,-1529.978,21009.739,18836.158,56984.248
469.574,ColumnPad,2,A,R04-,-1529.978,21009.739,18836.158,56984.248,ColumnPad,2,A,L04+,-1529.978,21009.739,19046.158,57404.248
425.793,ColumnPad,2,A,L04+,-1529.978,21009.739,19046.158,57404.248,ColumnPad,2,A,L04-,-1529.978,21009.739,18976.158,56984.248
82186.02,ColumnPad,2,A,L04-,-1529.978,21009.739,18976.158,56984.248,RowPad,4,A,B02+,-1529.978,21009.739,-54566.616,20296.345
425.793,RowPad,6,A,B03+,-1529.978,30189.608,-49126.616,29718.701,RowPad,6,A,B03-,-1529.978,30189.608,-48797.886,29448.079
469.574,RowPad,6,A,B03-,-1529.978,30189.608,-48797.886,29448.079,RowPad,6,A,T03+,-1529.978,30189.608,-49056.616,29839.945
425.793,RowPad,6,A,T03+,-1529.978,30189.608,-49056.616,29839.945,RowPad,6,A,T03-,-1529.978,30189.608,-48727.886,29569.323
68778.222,RowPad,6,A,T03-,-1529.978,30189.608,-48727.886,29569.323,ColumnPad,3,A,R06+,-1529.978,30189.608,14166.158,57404.248
425.793,ColumnPad,3,A,R06+,-1529.978,30189.608,14166.158,57404.248,ColumnPad,3,A,R06-,-1529.978,30189.608,14096.158,56984.248
469.574,ColumnPad,3,A,R06-,-1529.978,30189.608,14096.158,56984.248,ColumnPad,3,A,L06+,-1529.978,30189.608,14306.158,57404.248
425.793,ColumnPad,3,A,L06+,-1529.978,30189.608,14306.158,57404.248,ColumnPad,3,A,L06-,-1529.978,30189.608,14236.158,56984.248
68980.078,ColumnPad,3,A,L06-,-1529.978,30189.608,14236.158,56984.248,RowPad,6,A,B03+,-1529.978,30189.608,-49126.616,29718.701
425.792,RowPad,8,A,B04+,-1529.978,39369.477,-43686.616,39141.057,RowPad,8,A,B04-,-1529.978,39369.477,-43357.886,38870.436
469.574,RowPad,8,A,B04-,-1529.978,39369.477,-43357.886,38870.436,RowPad,8,A,T04+,-1529.978,39369.477,-43616.616,39262.301
425.793,RowPad,8,A,T04+,-1529.978,39369.477,-43616.616,39262.301,RowPad,8,A,T04-,-1529.978,39369.477,-43287.886,38991.679
55837.202,RowPad,8,A,T04-,-1529.978,39369.477,-43287.886,38991.679,ColumnPad,4,A,R08+,-1529.978,39369.477,9426.158,57404.248
425.793,ColumnPad,4,A,R08+,-1529.978,39369.477,9426.158,57404.248,ColumnPad,4,A,R08-,-1529.978,39369.477,9356.158,56984.248
469.574,ColumnPad,4,A,R08-,-1529.978,39369.477,9356.158,56984.248,ColumnPad,4,A,L08+,-1529.978,39369.477,9566.158,57404.248
425.793,ColumnPad,4,A,L08+,-1529.978,39369.477,9566.158,57404.248,ColumnPad,4,A,L08-,-1529.978,39369.477,9496.158,56984.248
56096.229,ColumnPad,4,A,L08-,-1529.978,39369.477,9496.158,56984.248,RowPad,8,A,B04+,-1529.978,39369.477,-43686.616,39141.057
425.793,RowPad,10,A,B05+,-1529.978,48549.346,-38246.616,48563.414,RowPad,10,A,B05-,-1529.978,48549.346,-37917.886,48292.792
469.574,RowPad,10,A,B05-,-1529.978,48549.346,-37917.886,48292.792,RowPad,10,A,T05+,-1529.978,48549.346,-38176.616,48684.657
425.792,RowPad,10,A,T05+,-1529.978,48549.346,-38176.616,48684.657,RowPad,10,A,T05-,-1529.978,48549.346,-37847.886,48414.036
43473.772,RowPad,10,A,T05-,-1529.978,48549.346,-37847.886,48414.036,ColumnPad,5,A,R10+,-1529.978,48549.346,4686.158,57404.248
425.793,ColumnPad,5,A,R10+,-1529.978,48549.346,4686.158,57404.248,ColumnPad,5,A,R10-,-1529.978,48549.346,4616.158,56984.248
469.574,ColumnPad,5,A,R10-,-1529.978,48549.346,4616.158,56984.248,ColumnPad,5,A,L10+,-1529.978,48549.346,4826.158,57404.248
425.793,ColumnPad,5,A,L10+,-1529.978,48549.346,4826.158,57404.248,ColumnPad,5,A,L10-,-1529.978,48549.346,4756.158,56984.248
43819.505,ColumnPad,5,A,L10-,-1529.978,48549.346,4756.158,56984.248,RowPad,10,A,B05+,-1529.978,48549.346,-38246.616,48563.414
425.793,RowPad,5,C,B11+,1120.022,-53139.281,1886.158,-57404.248,RowPad,5,C,B11-,1120.022,-53139.281,1956.158,-56984.248
469.574,RowPad,5,C,B11-,1120.022,-53139.281,1956.158,-56984.248,RowPad,5,C,T11+,1120.022,-53139.281,1746.158,-57404.248
425.793,RowPad,5,C,T11+,1120.022,-53139.281,1746.158,-57404.248,RowPad,5,C,T11-,1120.022,-53139.281,1816.158,-56984.248
37445.112,RowPad,5,C,T11-,1120.022,-53139.281,1816.158,-56984.248,ColumnPad,11,C,R05+,1120.022,-53139.281,-35456.616,-53395.835
425.793,ColumnPad,11,C,R05+,1120.022,-53139.281,-35456.616,-53395.835,ColumnPad,11,C,R05-,1120.022,-53139.281,-35057.886,-53246.457
469.574,ColumnPad,11,C,R05-,1120.022,-53139.281,-35057.886,-53246.457,ColumnPad,11,C,L05+,1120.022,-53139.281,-35526.616,-53274.592
425.793,ColumnPad,11,C,L05+,1120.022,-53139.281,-35526.616,-53274.592,ColumnPad,11,C,L05-,1120.022,-53139.281,-35127.886,-53125.214
37260.563,ColumnPad,11,C,L05-,1120.022,-53139.281,-35127.886,-53125.214,RowPad,5,C,B11+,1120.022,-53139.281,1886.158,-57404.248
425.793,RowPad,4,C,B09+,1120.022,-43959.412,7746.158,-57404.248,RowPad,4,C,B09-,1120.022,-43959.412,7816.158,-56984.248
469.574,RowPad,4,C,B09-,1120.022,-43959.412,7816.158,-56984.248,RowPad,4,C,T09+,1120.022,-43959.412,7606.158,-57404.248
425.793,RowPad,4,C,T09+,1120.022,-43959.412,7606.158,-57404.248,RowPad,4,C,T09-,1120.022,-43959.412,7676.158,-56984.248
49890.756,RowPad,4,C,T09-,1120.022,-43959.412,7676.158,-56984.248,ColumnPad,9,C,R04+,1120.022,-43959.412,-40616.616,-44458.453
425.793,ColumnPad,9,C,R04+,1120.022,-43959.412,-40616.616,-44458.453,ColumnPad,9,C,R04-,1120.022,-43959.412,-40217.886,-44309.075
469.574,ColumnPad,9,C,R04-,1120.022,-43959.412,-40217.886,-44309.075,ColumnPad,9,C,L04+,1120.022,-43959.412,-40686.616,-44337.21
425.793,ColumnPad,9,C,L04+,1120.022,-43959.412,-40686.616,-44337.21,ColumnPad,9,C,L04-,1120.022,-43959.412,-40287.886,-44187.832
49819.103,ColumnPad,9,C,L04-,1120.022,-43959.412,-40287.886,-44187.832,RowPad,4,C,B09+,1120.022,-43959.412,7746.158,-57404.248
425.793,RowPad,3,C,B07+,1120.022,-34779.542,13606.158,-57404.248,RowPad,3,C,B07-,1120.022,-34779.542,13676.158,-56984.248
469.574,RowPad,3,C,B07-,1120.022,-34779.542,13676.158,-56984.248,RowPad,3,C,T07+,1120.022,-34779.542,13466.158,-57404.248
425.793,RowPad,3,C,T07+,1120.022,-34779.542,13466.158,-57404.248,RowPad,3,C,T07-,1120.022,-34779.542,13536.158,-56984.248
63076.724,RowPad,3,C,T07-,1120.022,-34779.542,13536.158,-56984.248,ColumnPad,7,C,R03+,1120.022,-34779.542,-45776.616,-35521.071
425.793,ColumnPad,7,C,R03+,1120.022,-34779.542,-45776.616,-35521.071,ColumnPad,7,C,R03-,1120.022,-34779.542,-45377.886,-35371.693
469.574,ColumnPad,7,C,R03-,1120.022,-34779.542,-45377.886,-35371.693,ColumnPad,7,C,L03+,1120.022,-34779.542,-45846.616,-35399.828
425.793,ColumnPad,7,C,L03+,1120.022,-34779.542,-45846.616,-35399.828,ColumnPad,7,C,L03-,1120.022,-34779.542,-45447.886,-35250.449
63072.743,ColumnPad,7,C,L03-,1120.022,-34779.542,-45447.886,-35250.449,RowPad,3,C,B07+,1120.022,-34779.542,13606.158,-57404.248
425.793,RowPad,2,C,B05+,1120.022,-25599.673,19466.158,-57404.248,RowPad,2,C,B05-,1120.022,-25599.673,19536.158,-56984.248
469.574,RowPad,2,C,B05-,1120.022,-25599.673,19536.158,-56984.248,RowPad,2,C,T05+,1120.022,-25599.673,19326.158,-57404.248
425.793,RowPad,2,C,T05+,1120.022,-25599.673,19326.158,-57404.248,RowPad,2,C,T05-,1120.022,-25599.673,19396.158,-56984.248
76621.753,RowPad,2,C,T05-,1120.022,-25599.673,19396.158,-56984.248,ColumnPad,5,C,R02+,1120.022,-25599.673,-50936.616,-26583.689
425.793,ColumnPad,5,C,R02+,1120.022,-25599.673,-50936.616,-26583.689,ColumnPad,5,C,R02-,1120.022,-25599.673,-50537.886,-26434.311
469.574,ColumnPad,5,C,R02-,1120.022,-25599.673,-50537.886,-26434.311,ColumnPad,5,C,L02+,1120.022,-25599.673,-51006.616,-26462.445
425.793,ColumnPad,5,C,L02+,1120.022,-25599.673,-51006.616,-26462.445,ColumnPad,5,C,L02-,1120.022,-25599.673,-50607.886,-26313.067
76661.81,ColumnPad,5,C,L02-,1120.022,-25599.673,-50607.886,-26313.067,RowPad,2,C,B05+,1120.022,-25599.673,19466.158,-57404.248
425.793,RowPad,1,C,B03+,1120.022,-16419.804,25326.158,-57404.248,RowPad,1,C,B03-,1120.022,-16419.804,25396.158,-56984.248
469.574,RowPad,1,C,B03-,1120.022,-16419.804,25396.158,-56984.248,RowPad,1,C,T03+,1120.022,-16419.804,25186.158,-57404.248
425.793,RowPad,1,C,T03+,1120.022,-16419.804,25186.158,-57404.248,RowPad,1,C,T03-,1120.022,-16419.804,25256.158,-56984.248
90364.525,RowPad,1,C,T03-,1120.022,-16419.804,25256.158,-56984.248,ColumnPad,3,C,R01+,1120.022,-16419.804,-56096.616,-17646.307
425.793,ColumnPad,3,C,R01+,1120.022,-16419.804,-56096.616,-17646.307,ColumnPad,3,C,R01-,1120.022,-16419.804,-55697.886,-17496.929
469.574,ColumnPad,3,C,R01-,1120.022,-16419.804,-55697.886,-17496.929,ColumnPad,3,C,L01+,1120.022,-16419.804,-56166.616,-17525.063
425.793,ColumnPad,3,C,L01+,1120.022,-16419.804,-56166.616,-17525.063,ColumnPad,3,C,L01-,1120.022,-16419.804,-55767.886,-17375.685
90435.224,ColumnPad,3,C,L01-,1120.022,-16419.804,-55767.886,-17375.685,RowPad,1,C,B03+,1120.022,-16419.804,25326.158,-57404.248
425.793,RowPad,0,C,B01+,1120.022,-7239.935,30806.158,-57404.248,RowPad,0,C,B01-,1120.022,-7239.935,30876.158,-56984.248
469.574,RowPad,0,C,B01-,1120.022,-7239.935,30876.158,-56984.248,RowPad,0,C,T01+,1120.022,-7239.935,30666.158,-57404.248
425.793,RowPad,0,C,T01+,1120.022,-7239.935,30666.158,-57404.248,RowPad,0,C,T01-,1120.022,-7239.935,30736.158,-56984.248
103890.217,RowPad,0,C,T01-,1120.022,-7239.935,30736.158,-56984.248,ColumnPad,1,C,R00+,1120.022,-7239.935,-61256.616,-8708.925
425.793,ColumnPad,1,C,R00+,1120.022,-7239.935,-61256.616,-8708.925,ColumnPad,1,C,R00-,1120.022,-7239.935,-60857.886,-8559.546
469.574,ColumnPad,1,C,R00-,1120.022,-7239.935,-60857.886,-8559.546,ColumnPad,1,C,L00+,1120.022,-7239.935,-61326.616,-8587.681
425.793,ColumnPad,1,C,L00+,1120.022,-7239.935,-61326.616,-8587.681,ColumnPad,1,C,L00-,1120.022,-7239.935,-60927.886,-8438.303
103984.608,ColumnPad,1,C,L00-,1120.022,-7239.935,-60927.886,-8438.303,RowPad,0,C,B01+,1120.022,-7239.935,30806.158,-57404.248
425.792,RowPad,1,A,B00+,1120.022,7239.935,-62796.616,6041.566,RowPad,1,A,B00-,1120.022,7239.935,-62467.886,5770.945
469.574,RowPad,1,A,B00-,1120.022,7239.935,-62467.886,5770.945,RowPad,1,A,T00+,1120.022,7239.935,-62726.616,6162.81
425.793,RowPad,1,A,T00+,1120.022,7239.935,-62726.616,6162.81,RowPad,1,A,T00-,1120.022,7239.935,-62397.886,5892.188
469.574,RowPad,1,A,T00-,1120.022,7239.935,-62397.886,5892.188,RowPad,1,A,X00+,1120.022,7239.935,-62866.616,5920.323
425.793,RowPad,1,A,X00+,1120.022,7239.935,-62866.616,5920.323,RowPad,1,A,X00-,1120.022,7239.935,-62537.886,5649.701
104534.875,RowPad,1,A,X00-,1120.022,7239.935,-62537.886,5649.701,ColumnPad,0,A,R01+,1120.022,7239.935,28286.158,57404.248
425.793,ColumnPad,0,A,R01+,1120.022,7239.935,28286.158,57404.248,ColumnPad,0,A,R01-,1120.022,7239.935,28216.158,56984.248
469.574,ColumnPad,0,A,R01-,1120.022,7239.935,28216.158,56984.248,ColumnPad,0,A,L01+,1120.022,7239.935,28426.158,57404.248
425.793,ColumnPad,0,A,L01+,1120.022,7239.935,28426.158,57404.248,ColumnPad,0,A,L01-,1120.022,7239.935,28356.158,56984.248
104422.148,ColumnPad,0,A,L01-,1120.022,7239.935,28356.158,56984.248,RowPad,1,A,B00+,1120.022,7239.935,-62796.616,6041.566
425.793,RowPad,3,A,B01+,1120.022,16419.804,-57356.616,15463.923,RowPad,3,A,B01-,1120.022,16419.804,-57027.886,15193.301
469.574,RowPad,3,A,B01-,1120.022,16419.804,-57027.886,15193.301,RowPad,3,A,T01+,1120.022,16419.804,-57286.616,15585.166
425.792,RowPad,3,A,T01+,1120.022,16419.804,-57286.616,15585.166,RowPad,3,A,T01-,1120.022,16419.804,-56957.886,15314.545
91179.886,RowPad,3,A,T01-,1120.022,16419.804,-56957.886,15314.545,ColumnPad,1,A,R03+,1120.022,16419.804,23926.158,57404.248
425.793,ColumnPad,1,A,R03+,1120.022,16419.804,23926.158,57404.248,ColumnPad,1,A,R03-,1120.022,16419.804,23856.158,56984.248
469.574,ColumnPad,1,A,R03-,1120.022,16419.804,23856.158,56984.248,ColumnPad,1,A,L03+,1120.022,16419.804,24066.158,57404.248
425.793,ColumnPad,1,A,L03+,1120.022,16419.804,24066.158,57404.248,ColumnPad,1,A,L03-,1120.022,16419.804,23996.158,56984.248
91335.706,ColumnPad,1,A,L03-,1120.022,16419.804,23996.158,56984.248,RowPad,3,A,B01+,1120.022,16419.804,-57356.616,15463.923
425.793,RowPad,5,A,B02+,1120.022,25599.673,-51916.616,24886.279,RowPad,5,A,B02-,1120.022,25599.673,-51587.886,24615.657
469.574,RowPad,5,A,B02-,1120.022,25599.673,-51587.886,24615.657,RowPad,5,A,T02+,1120.022,25599.673,-51846.616,25007.523
425.793,RowPad,5,A,T02+,1120.022,25599.673,-51846.616,25007.523,RowPad,5,A,T02-,1120.022,25599.673,-51517.886,24736.901
77885.926,RowPad,5,A,T02-,1120.022,25599.673,-51517.886,24736.901,ColumnPad,2,A,R05+,1120.022,25599.673,19186.158,57404.248
425.793,ColumnPad,2,A,R05+,1120.022,25599.673,19186.158,57404.248,ColumnPad,2,A,R05-,1120.022,25599.673,19116.158,56984.248
469.574,ColumnPad,2,A,R05-,1120.022,25599.673,19116.158,56984.248,ColumnPad,2,A,L05+,1120.022,25599.673,19326.158,57404.248
425.793,ColumnPad,2,A,L05+,1120.022,25599.673,19326.158,57404.248,ColumnPad,2,A,L05-,1120.022,25599.673,19256.158,56984.248
78075.882,ColumnPad,2,A,L05-,1120.022,25599.673,19256.158,56984.248,RowPad,5,A,B02+,1120.022,25599.673,-51916.616,24886.279
425.793,RowPad,7,A,B03+,1120.022,34779.542,-46476.616,34308.636,RowPad,7,A,B03-,1120.022,34779.542,-46147.886,34038.014
469.574,RowPad,7,A,B03-,1120.022,34779.542,-46147.886,34038.014,RowPad,7,A,T03+,1120.022,34779.542,-46406.616,34429.879
425.793,RowPad,7,A,T03+,1120.022,34779.542,-46406.616,34429.879,RowPad,7,A,T03-,1120.022,34779.542,-46077.886,34159.257
64834.324,RowPad,7,A,T03-,1120.022,34779.542,-46077.886,34159.257,ColumnPad,3,A,R07+,1120.022,34779.542,14446.158,57404.248
425.793,ColumnPad,3,A,R07+,1120.022,34779.542,14446.158,57404.248,ColumnPad,3,A,R07-,1120.022,34779.542,14376.158,56984.248
469.574,ColumnPad,3,A,R07-,1120.022,34779.542,14376.158,56984.248,ColumnPad,3,A,L07+,1120.022,34779.542,14586.158,57404.248
425.793,ColumnPad,3,A,L07+,1120.022,34779.542,14586.158,57404.248,ColumnPad,3,A,L07-,1120.022,34779.542,14516.158,56984.248
65071.513,ColumnPad,3,A,L07-,1120.022,34779.542,14516.158,56984.248,RowPad,7,A,B03+,1120.022,34779.542,-46476.616,34308.636
425.793,RowPad,9,A,B04+,1120.022,43959.412,-41036.616,43730.992,RowPad,9,A,B04-,1120.022,43959.412,-40707.886,43460.37
469.574,RowPad,9,A,B04-,1120.022,43959.412,-40707.886,43460.37,RowPad,9,A,T04+,1120.022,43959.412,-40966.616,43852.236
425.793,RowPad,9,A,T04+,1120.022,43959.412,-40966.616,43852.236,RowPad,9,A,T04-,1120.022,43959.412,-40637.886,43581.614
52207.164,RowPad,9,A,T04-,1120.022,43959.412,-40637.886,43581.614,ColumnPad,4,A,R09+,1120.022,43959.412,9706.158,57404.248
425.793,ColumnPad,4,A,R09+,1120.022,43959.412,9706.158,57404.248,ColumnPad,4,A,R09-,1120.022,43959.412,9636.158,56984.248
469.574,ColumnPad,4,A,R09-,1120.022,43959.412,9636.158,56984.248,ColumnPad,4,A,L09+,1120.022,43959.412,9846.158,57404.248
425.793,ColumnPad,4,A,L09+,1120.022,43959.412,9846.158,57404.248,ColumnPad,4,A,L09-,1120.022,43959.412,9776.158,56984.248
52512.73,ColumnPad,4,A,L09-,1120.022,43959.412,9776.158,56984.248,RowPad,9,A,B04+,1120.022,43959.412,-41036.616,43730.992
425.792,RowPad,11,A,B05+,1120.022,53139.281,-35596.616,53153.348,RowPad,11,A,B05-,1120.022,53139.281,-35267.886,52882.727
469.574,RowPad,11,A,B05-,1120.022,53139.281,-35267.886,52882.727,RowPad,11,A,T05+,1120.022,53139.281,-35526.616,53274.592
425.793,RowPad,11,A,T05+,1120.022,53139.281,-35526.616,53274.592,RowPad,11,A,T05-,1120.022,53139.281,-35197.886,53003.97
40404.367,RowPad,11,A,T05-,1120.022,53139.281,-35197.886,53003.97,ColumnPad,5,A,R11+,1120.022,53139.281,4966.158,57404.248
425.793,ColumnPad,5,A,R11+,1120.022,53139.281,4966.158,57404.248,ColumnPad,5,A,R11-,1120.022,53139.281,4896.158,56984.248
469.574,ColumnPad,5,A,R11-,1120.022,53139.281,4896.158,56984.248,ColumnPad,5,A,L11+,1120.022,53139.281,5106.158,57404.248
425.793,ColumnPad,5,A,L11+,1120.022,53139.281,5106.158,57404.248,ColumnPad,5,A,L11-,1120.022,53139.281,5036.158,56984.248
40812.965,ColumnPad,5,A,L11-,1120.022,53139.281,5036.158,56984.248,RowPad,11,A,B05+,1120.022,53139.281,-35596.616,53153.348
425.793,RowPad,0,B,B00+,3059.956,0.0,34170.458,55623.527,RowPad,0,B,B00-,3059.956,0.0,33771.728,55474.149
469.574,RowPad,0,B,B00-,3059.956,0.0,33771.728,55474.149,RowPad,0,B,T00+,3059.956,0.0,34240.458,55502.283
425.793,RowPad,0,B,T00+,3059.956,0.0,34240.458,55502.283,RowPad,0,B,T00-,3059.956,0.0,33841.728,55352.905
469.574,RowPad,0,B,T00-,3059.956,0.0,33841.728,55352.905,RowPad,0,B,X00+,3059.956,0.0,34100.458,55744.77
425.793,RowPad,0,B,X00+,3059.956,0.0,34100.458,55744.77,RowPad,0,B,X00-,3059.956,0.0,33701.728,55595.392
108570.145,RowPad,0,B,X00-,3059.956,0.0,33701.728,55595.392,ColumnPad,0,B,R00+,3059.956,0.0,35710.458,-52956.169
425.793,ColumnPad,0,B,R00+,3059.956,0.0,35710.458,-52956.169,ColumnPad,0,B,R00-,3059.956,0.0,35381.728,-52685.547
469.574,ColumnPad,0,B,R00-,3059.956,0.0,35381.728,-52685.547,ColumnPad,0,B,L00+,3059.956,0.0,35640.458,-53077.412
425.793,ColumnPad,0,B,L00+,3059.956,0.0,35640.458,-53077.412,ColumnPad,0,B,L00-,3059.956,0.0,35311.728,-52806.79
108436.323,ColumnPad,0,B,L00-,3059.956,0.0,35311.728,-52806.79,RowPad,0,B,B00+,3059.956,0.0,34170.458,55623.527
425.793,RowPad,4,C,B10+,3770.022,-48549.346,7466.158,-57404.248,RowPad,4,C,B10-,3770.022,-48549.346,7536.158,-56984.248
469.574,RowPad,4,C,B10-,3770.022,-48549.346,7536.158,-56984.248,RowPad,4,C,T10+,3770.022,-48549.346,7326.158,-57404.248
425.793,RowPad,4,C,T10+,3770.022,-48549.346,7326.158,-57404.248,RowPad,4,C,T10-,3770.022,-48549.346,7396.158,-56984.248
46051.701,RowPad,4,C,T10-,3770.022,-48549.346,7396.158,-56984.248,ColumnPad,10,C,R04+,3770.022,-48549.346,-37966.616,-49048.388
425.793,ColumnPad,10,C,R04+,3770.022,-48549.346,-37966.616,-49048.388,ColumnPad,10,C,R04-,3770.022,-48549.346,-37567.886,-48899.01
469.574,ColumnPad,10,C,R04-,3770.022,-48549.346,-37567.886,-48899.01,ColumnPad,10,C,L04+,3770.022,-48549.346,-38036.616,-48927.144
425.793,ColumnPad,10,C,L04+,3770.022,-48549.346,-38036.616,-48927.144,ColumnPad,10,C,L04-,3770.022,-48549.346,-37637.886,-48777.766
45921.574,ColumnPad,10,C,L04-,3770.022,-48549.346,-37637.886,-48777.766,RowPad,4,C,B10+,3770.022,-48549.346,7466.158,-57404.248
425.793,RowPad,3,C,B08+,3770.022,-39369.477,13326.158,-57404.248,RowPad,3,C,B08-,3770.022,-39369.477,13396.158,-56984.248
469.574,RowPad,3,C,B08-,3770.022,-39369.477,13396.158,-56984.248,RowPad,3,C,T08+,3770.022,-39369.477,13186.158,-57404.248
425.793,RowPad,3,C,T08+,3770.022,-39369.477,13186.158,-57404.248,RowPad,3,C,T08-,3770.022,-39369.477,13256.158,-56984.248
58853.407,RowPad,3,C,T08-,3770.022,-39369.477,13256.158,-56984.248,ColumnPad,8,C,R03+,3770.022,-39369.477,-43126.616,-40111.006
425.793,ColumnPad,8,C,R03+,3770.022,-39369.477,-43126.616,-40111.006,ColumnPad,8,C,R03-,3770.022,-39369.477,-42727.886,-39961.628
469.574,ColumnPad,8,C,R03-,3770.022,-39369.477,-42727.886,-39961.628,ColumnPad,8,C,L03+,3770.022,-39369.477,-43196.616,-39989.762
425.793,ColumnPad,8,C,L03+,3770.022,-39369.477,-43196.616,-39989.762,ColumnPad,8,C,L03-,3770.022,-39369.477,-42797.886,-39840.384
58808.143,ColumnPad,8,C,L03-,3770.022,-39369.477,-42797.886,-39840.384,RowPad,3,C,B08+,3770.022,-39369.477,13326.158,-57404.248
425.793,RowPad,2,C,B06+,3770.022,-30189.608,19186.158,-57404.248,RowPad,2,C,B06-,3770.022,-30189.608,19256.158,-56984.248
469.574,RowPad,2,C,B06-,3770.022,-30189.608,19256.158,-56984.248,RowPad,2,C,T06+,3770.022,-30189.608,19046.158,-57404.248
425.793,RowPad,2,C,T06+,3770.022,-30189.608,19046.158,-57404.248,RowPad,2,C,T06-,3770.022,-30189.608,19116.158,-56984.248
72175.635,RowPad,2,C,T06-,3770.022,-30189.608,19116.158,-56984.248,ColumnPad,6,C,R02+,3770.022,-30189.608,-48286.616,-31173.624
425.793,ColumnPad,6,C,R02+,3770.022,-30189.608,-48286.616,-31173.624,ColumnPad,6,C,R02-,3770.022,-30189.608,-47887.886,-31024.245
469.574,ColumnPad,6,C,R02-,3770.022,-30189.608,-47887.886,-31024.245,ColumnPad,6,C,L02+,3770.022,-30189.608,-48356.616,-31052.38
425.793,ColumnPad,6,C,L02+,3770.022,-30189.608,-48356.616,-31052.38,ColumnPad,6,C,L02-,3770.022,-30189.608,-47957.886,-30903.002
72184.754,ColumnPad,6,C,L02-,3770.022,-30189.608,-47957.886,-30903.002,RowPad,2,C,B06+,3770.022,-30189.608,19186.158,-57404.248
