pad distance,1st Grouptype,1st GroupIndex,1st Group Section,1st Pad Label,2nd Grouptype,2nd GroupIndex,2nd Group Section,2nd Pad Label
140.0,RowPad,1,A,B05-,RowPad,1,A,T05-
140.0,ColumnPad,5,A,R01+,ColumnPad,5,A,L01+
140.0,ColumnPad,5,A,R01-,ColumnPad,5,A,L01-
140.0,RowPad,3,A,B06+,RowPad,3,A,T06+
140.0,RowPad,3,A,B06-,RowPad,3,A,T06-
140.0,ColumnPad,6,A,R03+,ColumnPad,6,A,L03+
140.0,ColumnPad,6,A,R03-,ColumnPad,6,A,L03-
140.0,RowPad,5,A,B07+,RowPad,5,A,T07+
140.0,RowPad,5,A,B07-,RowPad,5,A,T07-
140.0,ColumnPad,7,A,R05+,ColumnPad,7,A,L05+
140.0,ColumnPad,7,A,R05-,ColumnPad,7,A,L05-
140.0,RowPad,7,A,B08+,RowPad,7,A,T08+
140.0,RowPad,7,A,B08-,RowPad,7,A,T08-
140.0,ColumnPad,8,A,R07+,ColumnPad,8,A,L07+
140.0,ColumnPad,8,A,R07-,ColumnPad,8,A,L07-
140.0,RowPad,9,A,B09+,RowPad,9,A,T09+
140.0,RowPad,9,A,B09-,RowPad,9,A,T09-
140.0,ColumnPad,9,A,R09+,ColumnPad,9,A,L09+
140.0,ColumnPad,9,A,R09-,ColumnPad,9,A,L09-
140.0,RowPad,11,A,B10+,RowPad,11,A,T10+
140.0,RowPad,11,A,B10-,RowPad,11,A,T10-
140.0,ColumnPad,10,A,R11+,ColumnPad,10,A,L11+
140.0,ColumnPad,10,A,R11-,ColumnPad,10,A,L11-
140.0,RowPad,9,C,B10+,RowPad,9,C,T10+
140.0,RowPad,9,C,B10-,RowPad,9,C,T10-
140.0,ColumnPad,10,C,R09+,ColumnPad,10,C,L09+
140.0,ColumnPad,10,C,R09-,ColumnPad,10,C,L09-
140.0,RowPad,8,C,B08+,RowPad,8,C,T08+
140.0,RowPad,8,C,B08-,RowPad,8,C,T08-
140.0,ColumnPad,8,C,R08+,ColumnPad,8,C,L08+
140.0,ColumnPad,8,C,R08-,ColumnPad,8,C,L08-
140.0,RowPad,7,C,B06+,RowPad,7,C,T06+
140.0,RowPad,7,C,B06-,RowPad,7,C,T06-
140.0,ColumnPad,6,C,R07+,ColumnPad,6,C,L07+
140.0,ColumnPad,6,C,R07-,ColumnPad,6,C,L07-
140.0,RowPad,6,C,B04+,RowPad,6,C,T04+
140.0,RowPad,6,C,B04-,RowPad,6,C,T04-
140.0,ColumnPad,4,C,R06+,ColumnPad,4,C,L06+
140.0,ColumnPad,4,C,R06-,ColumnPad,4,C,L06-
140.0,RowPad,5,C,B02+,RowPad,5,C,T02+
140.0,RowPad,5,C,B02-,RowPad,5,C,T02-
140.0,ColumnPad,2,C,R05+,ColumnPad,2,C,L05+
140.0,ColumnPad,2,C,R05-,ColumnPad,2,C,L05-
140.0,RowPad,4,C,B00+,RowPad,4,C,T00+
140.0,RowPad,4,C,B00+,RowPad,4,C,X00+
140.0,RowPad,4,C,B00-,RowPad,4,C,T00-
140.0,RowPad,4,C,B00-,RowPad,4,C,X00-
280.0,RowPad,4,C,T00+,RowPad,4,C,X00+
280.0,RowPad,4,C,T00-,RowPad,4,C,X00-
140.0,ColumnPad,0,C,R04+,ColumnPad,0,C,L04+
140.0,ColumnPad,0,C,R04-,ColumnPad,0,C,L04-
140.0,RowPad,0,A,B04+,RowPad,0,A,T04+
140.0,RowPad,0,A,B04-,RowPad,0,A,T04-
140.0,ColumnPad,4,A,R00+,ColumnPad,4,A,L00+
140.0,ColumnPad,4,A,R00-,ColumnPad,4,A,L00-
140.0,RowPad,2,A,B05+,RowPad,2,A,T05+
140.0,RowPad,2,A,B05-,RowPad,2,A,T05-
140.0,ColumnPad,5,A,R02+,ColumnPad,5,A,L02+
140.0,ColumnPad,5,A,R02-,ColumnPad,5,A,L02-
140.0,RowPad,4,A,B06+,RowPad,4,A,T06+
140.0,RowPad,4,A,B06-,RowPad,4,A,T06-
140.0,ColumnPad,6,A,R04+,ColumnPad,6,A,L04+
140.0,ColumnPad,6,A,R04-,ColumnPad,6,A,L04-
140.0,RowPad,6,A,B07+,RowPad,6,A,T07+
140.0,RowPad,6,A,B07-,RowPad,6,A,T07-
140.0,ColumnPad,7,A,R06+,ColumnPad,7,A,L06+
140.0,ColumnPad,7,A,R06-,ColumnPad,7,A,L06-
140.0,RowPad,8,A,B08+,RowPad,8,A,T08+
140.0,RowPad,8,A,B08-,RowPad,8,A,T08-
140.0,ColumnPad,8,A,R08+,ColumnPad,8,A,L08+
140.0,ColumnPad,8,A,R08-,ColumnPad,8,A,L08-
140.0,RowPad,10,A,B09+,RowPad,10,A,T09+
140.0,RowPad,10,A,B09-,RowPad,10,A,T09-
140.0,ColumnPad,9,A,R10+,ColumnPad,9,A,L10+
140.0,ColumnPad,9,A,R10-,ColumnPad,9,A,L10-
140.0,RowPad,9,C,B11+,RowPad,9,C,T11+
140.0,RowPad,9,C,B11-,RowPad,9,C,T11-
140.0,ColumnPad,11,C,R09+,ColumnPad,11,C,L09+
140.0,ColumnPad,11,C,R09-,ColumnPad,11,C,L09-
140.0,RowPad,8,C,B09+,RowPad,8,C,T09+
140.0,RowPad,8,C,B09-,RowPad,8,C,T09-
140.0,ColumnPad,9,C,R08+,ColumnPad,9,C,L08+
140.0,ColumnPad,9,C,R08-,ColumnPad,9,C,L08-
140.0,RowPad,7,C,B07+,RowPad,7,C,T07+
140.0,RowPad,7,C,B07-,RowPad,7,C,T07-
140.0,ColumnPad,7,C,R07+,ColumnPad,7,C,L07+
140.0,ColumnPad,7,C,R07-,ColumnPad,7,C,L07-
140.0,RowPad,6,C,B05+,RowPad,6,C,T05+
140.0,RowPad,6,C,B05-,RowPad,6,C,T05-
140.0,ColumnPad,5,C,R06+,ColumnPad,5,C,L06+
140.0,ColumnPad,5,C,R06-,ColumnPad,5,C,L06-
140.0,RowPad,5,C,B03+,RowPad,5,C,T03+
140.0,RowPad,5,C,B03-,RowPad,5,C,T03-
140.0,ColumnPad,3,C,R05+,ColumnPad,3,C,L05+
140.0,ColumnPad,3,C,R05-,ColumnPad,3,C,L05-
140.0,RowPad,4,C,B01+,RowPad,4,C,T01+
140.0,RowPad,4,C,B01-,RowPad,4,C,T01-
140.0,ColumnPad,1,C,R04+,ColumnPad,1,C,L04+
140.0,ColumnPad,1,C,R04-,ColumnPad,1,C,L04-
140.0,RowPad,1,A,B04+,RowPad,1,A,T04+
140.0,RowPad,1,A,B04-,RowPad,1,A,T04-
140.0,ColumnPad,4,A,R01+,ColumnPad,4,A,L01+
140.0,ColumnPad,4,A,R01-,ColumnPad,4,A,L01-
140.0,RowPad,3,A,B05+,RowPad,3,A,T05+
140.0,RowPad,3,A,B05-,RowPad,3,A,T05-
140.0,ColumnPad,5,A,R03+,ColumnPad,5,A,L03+
140.0,ColumnPad,5,A,R03-,ColumnPad,5,A,L03-
140.0,RowPad,5,A,B06+,RowPad,5,A,T06+
140.0,RowPad,5,A,B06-,RowPad,5,A,T06-
140.0,ColumnPad,6,A,R05+,ColumnPad,6,A,L05+
140.0,ColumnPad,6,A,R05-,ColumnPad,6,A,L05-
140.0,RowPad,7,A,B07+,RowPad,7,A,T07+
140.0,RowPad,7,A,B07-,RowPad,7,A,T07-
140.0,ColumnPad,7,A,R07+,ColumnPad,7,A,L07+
140.0,ColumnPad,7,A,R07-,ColumnPad,7,A,L07-
140.0,RowPad,9,A,B08+,RowPad,9,A,T08+
140.0,RowPad,9,A,B08-,RowPad,9,A,T08-
140.0,ColumnPad,8,A,R09+,ColumnPad,8,A,L09+
140.0,ColumnPad,8,A,R09-,ColumnPad,8,A,L09-
140.0,RowPad,11,A,B09+,RowPad,11,A,T09+
140.0,RowPad,11,A,B09-,RowPad,11,A,T09-
140.0,ColumnPad,9,A,R11+,ColumnPad,9,A,L11+
140.0,ColumnPad,9,A,R11-,ColumnPad,9,A,L11-
140.0,RowPad,8,C,B10+,RowPad,8,C,T10+
140.0,RowPad,8,C,B10-,RowPad,8,C,T10-
140.0,ColumnPad,10,C,R08+,ColumnPad,10,C,L08+
140.0,ColumnPad,10,C,R08-,ColumnPad,10,C,L08-
140.0,RowPad,7,C,B08+,RowPad,7,C,T08+
140.0,RowPad,7,C,B08-,RowPad,7,C,T08-
140.0,ColumnPad,8,C,R07+,ColumnPad,8,C,L07+
140.0,ColumnPad,8,C,R07-,ColumnPad,8,C,L07-
140.0,RowPad,6,C,B06+,RowPad,6,C,T06+
140.0,RowPad,6,C,B06-,RowPad,6,C,T06-
140.0,ColumnPad,6,C,R06+,ColumnPad,6,C,L06+
140.0,ColumnPad,6,C,R06-,ColumnPad,6,C,L06-
140.0,RowPad,5,C,B04+,RowPad,5,C,T04+
140.0,RowPad,5,C,B04-,RowPad,5,C,T04-
140.0,ColumnPad,4,C,R05+,ColumnPad,4,C,L05+
140.0,ColumnPad,4,C,R05-,ColumnPad,4,C,L05-
140.0,RowPad,4,C,B02+,RowPad,4,C,T02+
140.0,RowPad,4,C,B02-,RowPad,4,C,T02-
140.0,ColumnPad,2,C,R04+,ColumnPad,2,C,L04+
140.0,ColumnPad,2,C,R04-,ColumnPad,2,C,L04-
140.0,RowPad,3,C,B00+,RowPad,3,C,T00+
140.0,RowPad,3,C,B00+,RowPad,3,C,X00+
140.0,RowPad,3,C,B00-,RowPad,3,C,T00-
140.0,RowPad,3,C,B00-,RowPad,3,C,X00-
280.0,RowPad,3,C,T00+,RowPad,3,C,X00+
280.0,RowPad,3,C,T00-,RowPad,3,C,X00-
140.0,ColumnPad,0,C,R03+,ColumnPad,0,C,L03+
140.0,ColumnPad,0,C,R03-,ColumnPad,0,C,L03-
140.0,RowPad,0,A,B03+,RowPad,0,A,T03+
140.0,RowPad,0,A,B03-,RowPad,0,A,T03-
140.0,ColumnPad,3,A,R00+,ColumnPad,3,A,L00+
140.0,ColumnPad,3,A,R00-,ColumnPad,3,A,L00-
140.0,RowPad,2,A,B04+,RowPad,2,A,T04+
140.0,RowPad,2,A,B04-,RowPad,2,A,T04-
140.0,ColumnPad,4,A,R02+,ColumnPad,4,A,L02+
140.0,ColumnPad,4,A,R02-,ColumnPad,4,A,L02-
140.0,RowPad,4,A,B05+,RowPad,4,A,T05+
140.0,RowPad,4,A,B05-,RowPad,4,A,T05-
140.0,ColumnPad,5,A,R04+,ColumnPad,5,A,L04+
140.0,ColumnPad,5,A,R04-,ColumnPad,5,A,L04-
140.0,RowPad,6,A,B06+,RowPad,6,A,T06+
140.0,RowPad,6,A,B06-,RowPad,6,A,T06-
140.0,ColumnPad,6,A,R06+,ColumnPad,6,A,L06+
140.0,ColumnPad,6,A,R06-,ColumnPad,6,A,L06-
140.0,RowPad,8,A,B07+,RowPad,8,A,T07+
140.0,RowPad,8,A,B07-,RowPad,8,A,T07-
140.0,ColumnPad,7,A,R08+,ColumnPad,7,A,L08+
140.0,ColumnPad,7,A,R08-,ColumnPad,7,A,L08-
140.0,RowPad,10,A,B08+,RowPad,10,A,T08+
140.0,RowPad,10,A,B08-,RowPad,10,A,T08-
140.0,ColumnPad,8,A,R10+,ColumnPad,8,A,L10+
140.0,ColumnPad,8,A,R10-,ColumnPad,8,A,L10-
140.0,RowPad,8,C,B11+,RowPad,8,C,T11+
140.0,RowPad,8,C,B11-,RowPad,8,C,T11-
140.0,ColumnPad,11,C,R08+,ColumnPad,11,C,L08+
140.0,ColumnPad,11,C,R08-,ColumnPad,11,C,L08-
140.0,RowPad,7,C,B09+,RowPad,7,C,T09+
140.0,RowPad,7,C,B09-,RowPad,7,C,T09-
140.0,ColumnPad,9,C,R07+,ColumnPad,9,C,L07+
140.0,ColumnPad,9,C,R07-,ColumnPad,9,C,L07-
140.0,RowPad,6,C,B07+,RowPad,6,C,T07+
140.0,RowPad,6,C,B07-,RowPad,6,C,T07-
140.0,ColumnPad,7,C,R06+,ColumnPad,7,C,L06+
140.0,ColumnPad,7,C,R06-,ColumnPad,7,C,L06-
140.0,RowPad,5,C,B05+,RowPad,5,C,T05+
140.0,RowPad,5,C,B05-,RowPad,5,C,T05-
140.0,ColumnPad,5,C,R05+,ColumnPad,5,C,L05+
140.0,ColumnPad,5,C,R05-,ColumnPad,5,C,L05-
140.0,RowPad,4,C,B03+,RowPad,4,C,T03+
140.0,RowPad,4,C,B03-,RowPad,4,C,T03-
140.0,ColumnPad,3,C,R04+,ColumnPad,3,C,L04+
140.0,ColumnPad,3,C,R04-,ColumnPad,3,C,L04-
140.0,RowPad,3,C,B01+,RowPad,3,C,T01+
140.0,RowPad,3,C,B01-,RowPad,3,C,T01-
140.0,ColumnPad,1,C,R03+,ColumnPad,1,C,L03+
140.0,ColumnPad,1,C,R03-,ColumnPad,1,C,L03-
140.0,RowPad,1,A,B03+,RowPad,1,A,T03+
140.0,RowPad,1,A,B03-,RowPad,1,A,T03-
140.0,ColumnPad,3,A,R01+,ColumnPad,3,A,L01+
140.0,ColumnPad,3,A,R01-,ColumnPad,3,A,L01-
140.0,RowPad,3,A,B04+,RowPad,3,A,T04+
140.0,RowPad,3,A,B04-,RowPad,3,A,T04-
140.0,ColumnPad,4,A,R03+,ColumnPad,4,A,L03+
140.0,ColumnPad,4,A,R03-,ColumnPad,4,A,L03-
140.0,RowPad,5,A,B05+,RowPad,5,A,T05+
140.0,RowPad,5,A,B05-,RowPad,5,A,T05-
140.0,ColumnPad,5,A,R05+,ColumnPad,5,A,L05+
140.0,ColumnPad,5,A,R05-,ColumnPad,5,A,L05-
140.0,RowPad,7,A,B06+,RowPad,7,A,T06+
140.0,RowPad,7,A,B06-,RowPad,7,A,T06-
140.0,ColumnPad,6,A,R07+,ColumnPad,6,A,L07+
140.0,ColumnPad,6,A,R07-,ColumnPad,6,A,L07-
140.0,RowPad,9,A,B07+,RowPad,9,A,T07+
140.0,RowPad,9,A,B07-,RowPad,9,A,T07-
140.0,ColumnPad,7,A,R09+,ColumnPad,7,A,L09+
140.0,ColumnPad,7,A,R09-,ColumnPad,7,A,L09-
140.0,RowPad,11,A,B08+,RowPad,11,A,T08+
140.0,RowPad,11,A,B08-,RowPad,11,A,T08-
140.0,ColumnPad,8,A,R11+,ColumnPad,8,A,L11+
140.0,ColumnPad,8,A,R11-,ColumnPad,8,A,L11-
140.0,RowPad,7,C,B10+,RowPad,7,C,T10+
140.0,RowPad,7,C,B10-,RowPad,7,C,T10-
140.0,ColumnPad,10,C,R07+,ColumnPad,10,C,L07+
140.0,ColumnPad,10,C,R07-,ColumnPad,10,C,L07-
140.0,RowPad,6,C,B08+,RowPad,6,C,T08+
140.0,RowPad,6,C,B08-,RowPad,6,C,T08-
140.0,ColumnPad,8,C,R06+,ColumnPad,8,C,L06+
140.0,ColumnPad,8,C,R06-,ColumnPad,8,C,L06-
140.0,RowPad,5,C,B06+,RowPad,5,C,T06+
140.0,RowPad,5,C,B06-,RowPad,5,C,T06-
140.0,ColumnPad,6,C,R05+,ColumnPad,6,C,L05+
140.0,ColumnPad,6,C,R05-,ColumnPad,6,C,L05-
140.0,RowPad,4,C,B04+,RowPad,4,C,T04+
140.0,RowPad,4,C,B04-,RowPad,4,C,T04-
140.0,ColumnPad,4,C,R04+,ColumnPad,4,C,L04+
140.0,ColumnPad,4,C,R04-,ColumnPad,4,C,L04-
140.0,RowPad,3,C,B02+,RowPad,3,C,T02+
140.0,RowPad,3,C,B02-,RowPad,3,C,T02-
140.0,ColumnPad,2,C,R03+,ColumnPad,2,C,L03+
140.0,ColumnPad,2,C,R03-,ColumnPad,2,C,L03-
140.0,RowPad,2,C,B00+,RowPad,2,C,T00+
140.0,RowPad,2,C,B00+,RowPad,2,C,X00+
140.0,RowPad,2,C,B00-,RowPad,2,C,T00-
140.0,RowPad,2,C,B00-,RowPad,2,C,X00-
280.0,RowPad,2,C,T00+,RowPad,2,C,X00+
280.0,RowPad,2,C,T00-,RowPad,2,C,X00-
140.0,ColumnPad,0,C,R02+,ColumnPad,0,C,L02+
140.0,ColumnPad,0,C,R02-,ColumnPad,0,C,L02-
140.0,RowPad,0,A,B02+,RowPad,0,A,T02+
140.0,RowPad,0,A,B02-,RowPad,0,A,T02-
140.0,ColumnPad,2,A,R00+,ColumnPad,2,A,L00+
140.0,ColumnPad,2,A,R00-,ColumnPad,2,A,L00-
140.0,RowPad,2,A,B03+,RowPad,2,A,T03+
140.0,RowPad,2,A,B03-,RowPad,2,A,T03-
140.0,ColumnPad,3,A,R02+,ColumnPad,3,A,L02+
140.0,ColumnPad,3,A,R02-,ColumnPad,3,A,L02-
140.0,RowPad,4,A,B04+,RowPad,4,A,T04+
140.0,RowPad,4,A,B04-,RowPad,4,A,T04-
140.0,ColumnPad,4,A,R04+,ColumnPad,4,A,L04+
140.0,ColumnPad,4,A,R04-,ColumnPad,4,A,L04-
140.0,RowPad,6,A,B05+,RowPad,6,A,T05+
140.0,RowPad,6,A,B05-,RowPad,6,A,T05-
140.0,ColumnPad,5,A,R06+,ColumnPad,5,A,L06+
140.0,ColumnPad,5,A,R06-,ColumnPad,5,A,L06-
140.0,RowPad,8,A,B06+,RowPad,8,A,T06+
140.0,RowPad,8,A,B06-,RowPad,8,A,T06-
140.0,ColumnPad,6,A,R08+,ColumnPad,6,A,L08+
140.0,ColumnPad,6,A,R08-,ColumnPad,6,A,L08-
140.0,RowPad,10,A,B07+,RowPad,10,A,T07+
140.0,RowPad,10,A,B07-,RowPad,10,A,T07-
140.0,ColumnPad,7,A,R10+,ColumnPad,7,A,L10+
140.0,ColumnPad,7,A,R10-,ColumnPad,7,A,L10-
140.0,RowPad,7,C,B11+,RowPad,7,C,T11+
140.0,RowPad,7,C,B11-,RowPad,7,C,T11-
140.0,ColumnPad,11,C,R07+,ColumnPad,11,C,L07+
140.0,ColumnPad,11,C,R07-,ColumnPad,11,C,L07-
140.0,RowPad,6,C,B09+,RowPad,6,C,T09+
140.0,RowPad,6,C,B09-,RowPad,6,C,T09-
140.0,ColumnPad,9,C,R06+,ColumnPad,9,C,L06+
140.0,ColumnPad,9,C,R06-,ColumnPad,9,C,L06-
140.0,RowPad,5,C,B07+,RowPad,5,C,T07+
140.0,RowPad,5,C,B07-,RowPad,5,C,T07-
140.0,ColumnPad,7,C,R05+,ColumnPad,7,C,L05+
140.0,ColumnPad,7,C,R05-,ColumnPad,7,C,L05-
140.0,RowPad,4,C,B05+,RowPad,4,C,T05+
140.0,RowPad,4,C,B05-,RowPad,4,C,T05-
140.0,ColumnPad,5,C,R04+,ColumnPad,5,C,L04+
140.0,ColumnPad,5,C,R04-,ColumnPad,5,C,L04-
140.0,RowPad,3,C,B03+,RowPad,3,C,T03+
140.0,RowPad,3,C,B03-,RowPad,3,C,T03-
140.0,ColumnPad,3,C,R03+,ColumnPad,3,C,L03+
140.0,ColumnPad,3,C,R03-,ColumnPad,3,C,L03-
140.0,RowPad,2,C,B01+,RowPad,2,C,T01+
140.0,RowPad,2,C,B01-,RowPad,2,C,T01-
140.0,ColumnPad,1,C,R02+,ColumnPad,1,C,L02+
140.0,ColumnPad,1,C,R02-,ColumnPad,1,C,L02-
140.0,RowPad,1,A,B02+,RowPad,1,A,T02+
140.0,RowPad,1,A,B02-,RowPad,1,A,T02-
140.0,ColumnPad,2,A,R01+,ColumnPad,2,A,L01+
140.0,ColumnPad,2,A,R01-,ColumnPad,2,A,L01-
140.0,RowPad,3,A,B03+,RowPad,3,A,T03+
140.0,RowPad,3,A,B03-,RowPad,3,A,T03-
140.0,ColumnPad,3,A,R03+,ColumnPad,3,A,L03+
140.0,ColumnPad,3,A,R03-,ColumnPad,3,A,L03-
140.0,RowPad,5,A,B04+,RowPad,5,A,T04+
140.0,RowPad,5,A,B04-,RowPad,5,A,T04-
140.0,ColumnPad,4,A,R05+,ColumnPad,4,A,L05+
140.0,ColumnPad,4,A,R05-,ColumnPad,4,A,L05-
140.0,RowPad,7,A,B05+,RowPad,7,A,T05+
140.0,RowPad,7,A,B05-,RowPad,7,A,T05-
140.0,ColumnPad,5,A,R07+,ColumnPad,5,A,L07+
140.0,ColumnPad,5,A,R07-,ColumnPad,5,A,L07-
140.0,RowPad,9,A,B06+,RowPad,9,A,T06+
140.0,RowPad,9,A,B06-,RowPad,9,A,T06-
140.0,ColumnPad,6,A,R09+,ColumnPad,6,A,L09+
140.0,ColumnPad,6,A,R09-,ColumnPad,6,A,L09-
140.0,RowPad,11,A,B07+,RowPad,11,A,T07+
140.0,RowPad,11,A,B07-,RowPad,11,A,T07-
140.0,ColumnPad,7,A,R11+,ColumnPad,7,A,L11+
140.0,ColumnPad,7,A,R11-,ColumnPad,7,A,L11-
140.0,RowPad,6,C,B10+,RowPad,6,C,T10+
140.0,RowPad,6,C,B10-,RowPad,6,C,T10-
140.0,ColumnPad,10,C,R06+,ColumnPad,10,C,L06+
140.0,ColumnPad,10,C,R06-,ColumnPad,10,C,L06-
140.0,RowPad,5,C,B08+,RowPad,5,C,T08+
140.0,RowPad,5,C,B08-,RowPad,5,C,T08-
140.0,ColumnPad,8,C,R05+,ColumnPad,8,C,L05+
140.0,ColumnPad,8,C,R05-,ColumnPad,8,C,L05-
140.0,RowPad,4,C,B06+,RowPad,4,C,T06+
140.0,RowPad,4,C,B06-,RowPad,4,C,T06-
140.0,ColumnPad,6,C,R04+,ColumnPad,6,C,L04+
140.0,ColumnPad,6,C,R04-,ColumnPad,6,C,L04-
140.0,RowPad,3,C,B04+,RowPad,3,C,T04+
140.0,RowPad,3,C,B04-,RowPad,3,C,T04-
140.0,ColumnPad,4,C,R03+,ColumnPad,4,C,L03+
140.0,ColumnPad,4,C,R03-,ColumnPad,4,C,L03-
140.0,RowPad,2,C,B02+,RowPad,2,C,T02+
140.0,RowPad,2,C,B02-,RowPad,2,C,T02-
140.0,ColumnPad,2,C,R02+,ColumnPad,2,C,L02+
140.0,ColumnPad,2,C,R02-,ColumnPad,2,C,L02-
140.0,RowPad,1,C,B00+,RowPad,1,C,T00+
140.0,RowPad,1,C,B00+,RowPad,1,C,X00+
140.0,RowPad,1,C,B00-,RowPad,1,C,T00-
140.0,RowPad,1,C,B00-,RowPad,1,C,X00-
280.0,RowPad,1,C,T00+,RowPad,1,C,X00+
280.0,RowPad,1,C,T00-,RowPad,1,C,X00-
140.0,ColumnPad,0,C,R01+,ColumnPad,0,C,L01+
140.0,ColumnPad,0,C,R01-,ColumnPad,0,C,L01-
140.0,RowPad,0,A,B01+,RowPad,0,A,T01+
140.0,RowPad,0,A,B01-,RowPad,0,A,T01-
140.0,ColumnPad,1,A,R00+,ColumnPad,1,A,L00+
140.0,ColumnPad,1,A,R00-,ColumnPad,1,A,L00-
140.0,RowPad,2,A,B02+,RowPad,2,A,T02+
140.0,RowPad,2,A,B02-,RowPad,2,A,T02-
140.0,ColumnPad,2,A,R02+,ColumnPad,2,A,L02+
140.0,ColumnPad,2,A,R02-,ColumnPad,2,A,L02-
140.0,RowPad,4,A,B03+,RowPad,4,A,T03+
140.0,RowPad,4,A,B03-,RowPad,4,A,T03-
140.0,ColumnPad,3,A,R04+,ColumnPad,3,A,L04+
140.0,ColumnPad,3,A,R04-,ColumnPad,3,A,L04-
140.0,RowPad,6,A,B04+,RowPad,6,A,T04+
140.0,RowPad,6,A,B04-,RowPad,6,A,T04-
140.0,ColumnPad,4,A,R06+,ColumnPad,4,A,L06+
140.0,ColumnPad,4,A,R06-,ColumnPad,4,A,L06-
140.0,RowPad,8,A,B05+,RowPad,8,A,T05+
140.0,RowPad,8,A,B05-,RowPad,8,A,T05-
140.0,ColumnPad,5,A,R08+,ColumnPad,5,A,L08+
140.0,ColumnPad,5,A,R08-,ColumnPad,5,A,L08-
140.0,RowPad,10,A,B06+,RowPad,10,A,T06+
140.0,RowPad,10,A,B06-,RowPad,10,A,T06-
140.0,ColumnPad,6,A,R10+,ColumnPad,6,A,L10+
140.0,ColumnPad,6,A,R10-,ColumnPad,6,A,L10-
140.0,RowPad,6,C,B11+,RowPad,6,C,T11+
140.0,RowPad,6,C,B11-,RowPad,6,C,T11-
140.0,ColumnPad,11,C,R06+,ColumnPad,11,C,L06+
140.0,ColumnPad,11,C,R06-,ColumnPad,11,C,L06-
140.0,RowPad,5,C,B09+,RowPad,5,C,T09+
140.0,RowPad,5,C,B09-,RowPad,5,C,T09-
140.0,ColumnPad,9,C,R05+,ColumnPad,9,C,L05+
140.0,ColumnPad,9,C,R05-,ColumnPad,9,C,L05-
140.0,RowPad,4,C,B07+,RowPad,4,C,T07+
140.0,RowPad,4,C,B07-,RowPad,4,C,T07-
140.0,ColumnPad,7,C,R04+,ColumnPad,7,C,L04+
140.0,ColumnPad,7,C,R04-,ColumnPad,7,C,L04-
140.0,RowPad,3,C,B05+,RowPad,3,C,T05+
140.0,RowPad,3,C,B05-,RowPad,3,C,T05-
140.0,ColumnPad,5,C,R03+,ColumnPad,5,C,L03+
140.0,ColumnPad,5,C,R03-,ColumnPad,5,C,L03-
140.0,RowPad,2,C,B03+,RowPad,2,C,T03+
140.0,RowPad,2,C,B03-,RowPad,2,C,T03-
140.0,ColumnPad,3,C,R02+,ColumnPad,3,C,L02+
140.0,ColumnPad,3,C,R02-,ColumnPad,3,C,L02-
140.0,RowPad,1,C,B01+,RowPad,1,C,T01+
140.0,RowPad,1,C,B01-,RowPad,1,C,T01-
140.0,ColumnPad,1,C,R01+,ColumnPad,1,C,L01+
140.0,ColumnPad,1,C,R01-,ColumnPad,1,C,L01-
140.0,RowPad,1,A,B01+,RowPad,1,A,T01+
140.0,RowPad,1,A,B01-,RowPad,1,A,T01-
140.0,ColumnPad,1,A,R01+,ColumnPad,1,A,L01+
140.0,ColumnPad,1,A,R01-,ColumnPad,1,A,L01-
140.0,RowPad,3,A,B02+,RowPad,3,A,T02+
140.0,RowPad,3,A,B02-,RowPad,3,A,T02-
140.0,ColumnPad,2,A,R03+,ColumnPad,2,A,L03+
140.0,ColumnPad,2,A,R03-,ColumnPad,2,A,L03-
140.0,RowPad,5,A,B03+,RowPad,5,A,T03+
140.0,RowPad,5,A,B03-,RowPad,5,A,T03-
140.0,ColumnPad,3,A,R05+,ColumnPad,3,A,L05+
140.0,ColumnPad,3,A,R05-,ColumnPad,3,A,L05-
140.0,RowPad,7,A,B04+,RowPad,7,A,T04+
140.0,RowPad,7,A,B04-,RowPad,7,A,T04-
140.0,ColumnPad,4,A,R07+,ColumnPad,4,A,L07+
140.0,ColumnPad,4,A,R07-,ColumnPad,4,A,L07-
140.0,RowPad,9,A,B05+,RowPad,9,A,T05+
140.0,RowPad,9,A,B05-,RowPad,9,A,T05-
140.0,ColumnPad,5,A,R09+,ColumnPad,5,A,L09+
140.0,ColumnPad,5,A,R09-,ColumnPad,5,A,L09-
140.0,RowPad,11,A,B06+,RowPad,11,A,T06+
140.0,RowPad,11,A,B06-,RowPad,11,A,T06-
140.0,ColumnPad,6,A,R11+,ColumnPad,6,A,L11+
140.0,ColumnPad,6,A,R11-,ColumnPad,6,A,L11-
140.0,RowPad,5,C,B10+,RowPad,5,C,T10+
140.0,RowPad,5,C,B10-,RowPad,5,C,T10-
140.0,ColumnPad,10,C,R05+,ColumnPad,10,C,L05+
140.0,ColumnPad,10,C,R05-,ColumnPad,10,C,L05-
140.0,RowPad,4,C,B08+,RowPad,4,C,T08+
140.0,RowPad,4,C,B08-,RowPad,4,C,T08-
140.0,ColumnPad,8,C,R04+,ColumnPad,8,C,L04+
140.0,ColumnPad,8,C,R04-,ColumnPad,8,C,L04-
140.0,RowPad,3,C,B06+,RowPad,3,C,T06+
140.0,RowPad,3,C,B06-,RowPad,3,C,T06-
140.0,ColumnPad,6,C,R03+,ColumnPad,6,C,L03+
140.0,ColumnPad,6,C,R03-,ColumnPad,6,C,L03-
140.0,RowPad,2,C,B04+,RowPad,2,C,T04+
